Pathway Name	Pathway Id	Source Name	Organism	Pathway uploaded gene count	Genes in InnateDB for this entity	Pathway p-value	Pathway p-value (corrected)	Gene Symbols	Genes (Symbol|IDBG-ID|Ensembl|Entrez|Fold Change|P-Value)
SMAD4 MH2 Domain Mutants in Cancer	16763	REACTOME	9606	7	70	2.5622093357284293E-4	0.0018993769206160746	NCOR1; NCOR2; PPM1A; SMAD2; SMAD3; SP1; UBC; 	NCOR1|IDBG-31971|ENSG00000141027|9611|; NCOR2|IDBG-63911|ENSG00000196498|9612|; PPM1A|IDBG-8210|ENSG00000100614|5494|; SMAD2|IDBG-3127|ENSG00000175387|4087|; SMAD3|IDBG-18366|ENSG00000166949|4088|; SP1|IDBG-36616|ENSG00000185591|6667|; UBC|IDBG-64029|ENSG00000150991|7316|; 
Signaling by TGF-beta Receptor Complex	19869	REACTOME	9606	7	70	2.5622093357284293E-4	0.0018993769206160746	NCOR1; NCOR2; PPM1A; SMAD2; SMAD3; SP1; UBC; 	NCOR1|IDBG-31971|ENSG00000141027|9611|; NCOR2|IDBG-63911|ENSG00000196498|9612|; PPM1A|IDBG-8210|ENSG00000100614|5494|; SMAD2|IDBG-3127|ENSG00000175387|4087|; SMAD3|IDBG-18366|ENSG00000166949|4088|; SP1|IDBG-36616|ENSG00000185591|6667|; UBC|IDBG-64029|ENSG00000150991|7316|; 
Signaling by TGF-beta Receptor Complex in Cancer	17260	REACTOME	9606	7	70	2.5622093357284293E-4	0.0018993769206160746	NCOR1; NCOR2; PPM1A; SMAD2; SMAD3; SP1; UBC; 	NCOR1|IDBG-31971|ENSG00000141027|9611|; NCOR2|IDBG-63911|ENSG00000196498|9612|; PPM1A|IDBG-8210|ENSG00000100614|5494|; SMAD2|IDBG-3127|ENSG00000175387|4087|; SMAD3|IDBG-18366|ENSG00000166949|4088|; SP1|IDBG-36616|ENSG00000185591|6667|; UBC|IDBG-64029|ENSG00000150991|7316|; 
TGFBR1 KD Mutants in Cancer	18966	REACTOME	9606	7	70	2.5622093357284293E-4	0.0018993769206160746	NCOR1; NCOR2; PPM1A; SMAD2; SMAD3; SP1; UBC; 	NCOR1|IDBG-31971|ENSG00000141027|9611|; NCOR2|IDBG-63911|ENSG00000196498|9612|; PPM1A|IDBG-8210|ENSG00000100614|5494|; SMAD2|IDBG-3127|ENSG00000175387|4087|; SMAD3|IDBG-18366|ENSG00000166949|4088|; SP1|IDBG-36616|ENSG00000185591|6667|; UBC|IDBG-64029|ENSG00000150991|7316|; 
TGFBR1 LBD Mutants in Cancer	19248	REACTOME	9606	7	70	2.5622093357284293E-4	0.0018993769206160746	NCOR1; NCOR2; PPM1A; SMAD2; SMAD3; SP1; UBC; 	NCOR1|IDBG-31971|ENSG00000141027|9611|; NCOR2|IDBG-63911|ENSG00000196498|9612|; PPM1A|IDBG-8210|ENSG00000100614|5494|; SMAD2|IDBG-3127|ENSG00000175387|4087|; SMAD3|IDBG-18366|ENSG00000166949|4088|; SP1|IDBG-36616|ENSG00000185591|6667|; UBC|IDBG-64029|ENSG00000150991|7316|; 
TGFBR2 Kinase Domain Mutants in Cancer	19454	REACTOME	9606	7	70	2.5622093357284293E-4	0.0018993769206160746	NCOR1; NCOR2; PPM1A; SMAD2; SMAD3; SP1; UBC; 	NCOR1|IDBG-31971|ENSG00000141027|9611|; NCOR2|IDBG-63911|ENSG00000196498|9612|; PPM1A|IDBG-8210|ENSG00000100614|5494|; SMAD2|IDBG-3127|ENSG00000175387|4087|; SMAD3|IDBG-18366|ENSG00000166949|4088|; SP1|IDBG-36616|ENSG00000185591|6667|; UBC|IDBG-64029|ENSG00000150991|7316|; 
TGFBR2 MSI Frameshift Mutants in Cancer	17966	REACTOME	9606	7	70	2.5622093357284293E-4	0.0018993769206160746	NCOR1; NCOR2; PPM1A; SMAD2; SMAD3; SP1; UBC; 	NCOR1|IDBG-31971|ENSG00000141027|9611|; NCOR2|IDBG-63911|ENSG00000196498|9612|; PPM1A|IDBG-8210|ENSG00000100614|5494|; SMAD2|IDBG-3127|ENSG00000175387|4087|; SMAD3|IDBG-18366|ENSG00000166949|4088|; SP1|IDBG-36616|ENSG00000185591|6667|; UBC|IDBG-64029|ENSG00000150991|7316|; 
Regulation of retinoblastoma protein	15024	PID NCI	9606	6	49	2.343678937632951E-4	0.00202327726008313	HDAC3; JUN; PAX3; SIRT1; SMARCB1; SPI1; 	HDAC3|IDBG-50725|ENSG00000171720|8841|; JUN|IDBG-99221|ENSG00000177606|3725|; PAX3|IDBG-82144|ENSG00000135903|5077|; SIRT1|IDBG-75847|ENSG00000096717|23411|; SMARCB1|IDBG-2584|ENSG00000099956|6598|; SPI1|IDBG-43260|ENSG00000066336|6688|; 
TGF-beta signaling	16255	INOH	9606	9	120	3.1294552806446734E-4	0.002223217188957987	EP300; HDAC3; JUN; MAP3K7; SMAD2; SMAD3; TAB1; TLE1; TLE2; 	EP300|IDBG-8992|ENSG00000100393|2033|; HDAC3|IDBG-50725|ENSG00000171720|8841|; JUN|IDBG-99221|ENSG00000177606|3725|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; SMAD2|IDBG-3127|ENSG00000175387|4087|; SMAD3|IDBG-18366|ENSG00000166949|4088|; TAB1|IDBG-8281|ENSG00000100324|10454|; TLE1|IDBG-73128|ENSG00000196781|7088|; TLE2|IDBG-16680|ENSG00000065717|7089|; 
Mitochondrial biogenesis	17433	REACTOME	9606	6	53	3.6249330911480474E-4	0.002548664297075225	HDAC3; NCOA2; NCOA6; NCOR1; TBL1X; TBL1XR1; 	HDAC3|IDBG-50725|ENSG00000171720|8841|; NCOA2|IDBG-24827|ENSG00000140396|10499|; NCOA6|IDBG-68724|ENSG00000198646|23054|; NCOR1|IDBG-31971|ENSG00000141027|9611|; TBL1X|IDBG-42498|ENSG00000101849|6907|; TBL1XR1|IDBG-65899|ENSG00000177565|79718|; 
NOD1/2 Signaling Pathway	13056	REACTOME	9606	5	35	3.8037538003804277E-4	0.002647102134550461	CYLD; MAP3K7; TAB1; TAB2; UBC; 	CYLD|IDBG-30697|ENSG00000083799|102724054,1540|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; TAB1|IDBG-8281|ENSG00000100324|10454|; TAB2|IDBG-97690|ENSG00000055208|23118|; UBC|IDBG-64029|ENSG00000150991|7316|; 
JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1	13023	REACTOME	9606	4	20	3.978264480091184E-4	0.002686313242992265	MAP3K7; TAB1; TAB2; UBC; 	MAP3K7|IDBG-94374|ENSG00000135341|6885|; TAB1|IDBG-8281|ENSG00000100324|10454|; TAB2|IDBG-97690|ENSG00000055208|23118|; UBC|IDBG-64029|ENSG00000150991|7316|; 
SHC1 events in EGFR signaling	13213	REACTOME	9606	4	20	3.978264480091184E-4	0.002686313242992265	EGFR; JAK2; KRAS; SHC1; 	EGFR|IDBG-16933|ENSG00000146648|1956|; JAK2|IDBG-47039|ENSG00000096968|3717|; KRAS|IDBG-23889|ENSG00000133703|3845|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
p73 transcription factor network	15377	PID NCI	9606	7	75	3.9333418951031956E-4	0.0027096355277377573	AEN; EP300; PIN1; RAD51; SIRT1; SP1; WWOX; 	AEN|IDBG-28670|ENSG00000181026|64782|; EP300|IDBG-8992|ENSG00000100393|2033|; PIN1|IDBG-26087|ENSG00000127445|5300|; RAD51|IDBG-6509|ENSG00000051180|5888|; SIRT1|IDBG-75847|ENSG00000096717|23411|; SP1|IDBG-36616|ENSG00000185591|6667|; WWOX|IDBG-43129|ENSG00000186153|51741|; 
Notch	15907	NETPATH	9606	7	76	4.2673929961201785E-4	0.0028532961013274134	APP; EP300; JAK2; NCOR1; NCOR2; SMAD3; SRC; 	APP|IDBG-1100|ENSG00000142192|351|; EP300|IDBG-8992|ENSG00000100393|2033|; JAK2|IDBG-47039|ENSG00000096968|3717|; NCOR1|IDBG-31971|ENSG00000141027|9611|; NCOR2|IDBG-63911|ENSG00000196498|9612|; SMAD3|IDBG-18366|ENSG00000166949|4088|; SRC|IDBG-74081|ENSG00000197122|6714|; 
FOXA1 transcription factor network	15723	PID NCI	9606	5	36	4.353320971152868E-4	0.0028824901964332583	AR; ESR1; FOXA1; JUN; SP1; 	AR|IDBG-73722|ENSG00000169083|367|; ESR1|IDBG-97997|ENSG00000091831|2099|; FOXA1|IDBG-5104|ENSG00000129514|3169|; JUN|IDBG-99221|ENSG00000177606|3725|; SP1|IDBG-36616|ENSG00000185591|6667|; 
EGF signaling pathway 	16203	INOH	9606	4	21	4.8454801163331184E-4	0.0031472547041325586	EGFR; JUN; KRAS; SHC1; 	EGFR|IDBG-16933|ENSG00000146648|1956|; JUN|IDBG-99221|ENSG00000177606|3725|; KRAS|IDBG-23889|ENSG00000133703|3845|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
activated TAK1 mediates p38 MAPK activation	13024	REACTOME	9606	4	21	4.8454801163331184E-4	0.0031472547041325586	MAP3K7; TAB1; TAB2; UBC; 	MAP3K7|IDBG-94374|ENSG00000135341|6885|; TAB1|IDBG-8281|ENSG00000100324|10454|; TAB2|IDBG-97690|ENSG00000055208|23118|; UBC|IDBG-64029|ENSG00000150991|7316|; 
Regulation of PLK1 Activity at G2/M Transition	12974	REACTOME	9606	7	78	5.003439746640229E-4	0.0031595795437117	CCNB2; CSNK1E; DYNLL1; ODF2; TUBA4A; UBC; YWHAE; 	CCNB2|IDBG-14456|ENSG00000157456|9133|; CSNK1E|IDBG-236645|ENSG00000213923|102800317,1454|; DYNLL1|IDBG-60661|ENSG00000088986|8655|; ODF2|IDBG-88092|ENSG00000136811|4957|; TUBA4A|IDBG-81457|ENSG00000127824|7277|; UBC|IDBG-64029|ENSG00000150991|7316|; YWHAE|IDBG-14629|ENSG00000108953|7531|; 
Activation of gene expression by SREBF (SREBP)	13469	REACTOME	9606	5	37	4.960693225406942E-4	0.0031618624109603123	NCOA2; NCOA6; SP1; TBL1X; TBL1XR1; 	NCOA2|IDBG-24827|ENSG00000140396|10499|; NCOA6|IDBG-68724|ENSG00000198646|23054|; SP1|IDBG-36616|ENSG00000185591|6667|; TBL1X|IDBG-42498|ENSG00000101849|6907|; TBL1XR1|IDBG-65899|ENSG00000177565|79718|; 
Nuclear signaling by ERBB4	13262	REACTOME	9606	5	37	4.960693225406942E-4	0.0031618624109603123	ESR1; JAK2; NCOR1; TAB2; WWOX; 	ESR1|IDBG-97997|ENSG00000091831|2099|; JAK2|IDBG-47039|ENSG00000096968|3717|; NCOR1|IDBG-31971|ENSG00000141027|9611|; TAB2|IDBG-97690|ENSG00000055208|23118|; WWOX|IDBG-43129|ENSG00000186153|51741|; 
Cellular response to heat stress	18841	REACTOME	9606	5	38	5.629689294761248E-4	0.003490407362751974	DNAJB1; EEF1A1; EP300; SIRT1; YWHAE; 	DNAJB1|IDBG-33491|ENSG00000132002|3337|; EEF1A1|IDBG-92423|ENSG00000156508|102724204,1915|; EP300|IDBG-8992|ENSG00000100393|2033|; SIRT1|IDBG-75847|ENSG00000096717|23411|; YWHAE|IDBG-14629|ENSG00000108953|7531|; 
Intrinsic Pathway for Apoptosis	19328	REACTOME	9606	5	38	5.629689294761248E-4	0.003490407362751974	AKT2; DYNLL1; YWHAE; YWHAQ; YWHAZ; 	AKT2|IDBG-51270|ENSG00000105221|208|; DYNLL1|IDBG-60661|ENSG00000088986|8655|; YWHAE|IDBG-14629|ENSG00000108953|7531|; YWHAQ|IDBG-27933|ENSG00000134308|10971|; YWHAZ|IDBG-30919|ENSG00000164924|7534|; 
Generic Transcription Pathway	13742	REACTOME	9606	19	458	5.999246623135713E-4	0.0036860236008815824	AR; ESR1; ESR2; HNF4A; NCOA2; NCOA6; NCOR1; NCOR2; PPM1A; SMAD2; SMAD3; SP1; TBL1X; TBL1XR1; UBC; ZNF208; ZNF317; ZNF331; ZNF746; 	AR|IDBG-73722|ENSG00000169083|367|; ESR1|IDBG-97997|ENSG00000091831|2099|; ESR2|IDBG-9004|ENSG00000140009|2100|; HNF4A|IDBG-76498|ENSG00000101076|3172|; NCOA2|IDBG-24827|ENSG00000140396|10499|; NCOA6|IDBG-68724|ENSG00000198646|23054|; NCOR1|IDBG-31971|ENSG00000141027|9611|; NCOR2|IDBG-63911|ENSG00000196498|9612|; PPM1A|IDBG-8210|ENSG00000100614|5494|; SMAD2|IDBG-3127|ENSG00000175387|4087|; SMAD3|IDBG-18366|ENSG00000166949|4088|; SP1|IDBG-36616|ENSG00000185591|6667|; TBL1X|IDBG-42498|ENSG00000101849|6907|; TBL1XR1|IDBG-65899|ENSG00000177565|79718|; UBC|IDBG-64029|ENSG00000150991|7316|; ZNF208|IDBG-41056|ENSG00000160321|7757|; ZNF317|IDBG-25519|ENSG00000130803|57693|; ZNF331|IDBG-67685|ENSG00000130844|55422|; ZNF746|IDBG-47452|ENSG00000181220|155061|; 
Prolactin	15931	NETPATH	9606	8	105	6.078952580619051E-4	0.0037016479106983862	EGFR; EP300; ESR1; JAK2; JUN; SHC1; SRC; YWHAZ; 	EGFR|IDBG-16933|ENSG00000146648|1956|; EP300|IDBG-8992|ENSG00000100393|2033|; ESR1|IDBG-97997|ENSG00000091831|2099|; JAK2|IDBG-47039|ENSG00000096968|3717|; JUN|IDBG-99221|ENSG00000177606|3725|; SHC1|IDBG-103007|ENSG00000160691|6464|; SRC|IDBG-74081|ENSG00000197122|6714|; YWHAZ|IDBG-30919|ENSG00000164924|7534|; 
MAP kinase activation in TLR cascade	18088	REACTOME	9606	6	59	6.506576007812928E-4	0.003892530559060015	JAK2; JUN; MAP3K7; TAB1; TAB2; UBC; 	JAK2|IDBG-47039|ENSG00000096968|3717|; JUN|IDBG-99221|ENSG00000177606|3725|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; TAB1|IDBG-8281|ENSG00000100324|10454|; TAB2|IDBG-97690|ENSG00000055208|23118|; UBC|IDBG-64029|ENSG00000150991|7316|; 
Meiotic synapsis	12911	REACTOME	9606	6	59	6.506576007812928E-4	0.003892530559060015	HIST2H2AC; HIST2H2BE; HIST3H3; POT1; TERF1; TERF2IP; 	HIST2H2AC|IDBG-102011|ENSG00000184260|8338|; HIST2H2BE|IDBG-101997|ENSG00000184678|8349|; HIST3H3|IDBG-107261|ENSG00000168148|8290|; POT1|IDBG-39151|ENSG00000128513|25913|; TERF1|IDBG-25349|ENSG00000147601|7013|; TERF2IP|IDBG-42783|ENSG00000166848|54386|; 
PPARA activates gene expression	13457	REACTOME	9606	8	107	6.892985497863465E-4	0.0040878400952546814	EP300; HDAC3; NCOA2; NCOA6; NCOR1; SP1; TBL1X; TBL1XR1; 	EP300|IDBG-8992|ENSG00000100393|2033|; HDAC3|IDBG-50725|ENSG00000171720|8841|; NCOA2|IDBG-24827|ENSG00000140396|10499|; NCOA6|IDBG-68724|ENSG00000198646|23054|; NCOR1|IDBG-31971|ENSG00000141027|9611|; SP1|IDBG-36616|ENSG00000185591|6667|; TBL1X|IDBG-42498|ENSG00000101849|6907|; TBL1XR1|IDBG-65899|ENSG00000177565|79718|; 
MyD88 cascade initiated on plasma membrane	13043	REACTOME	9606	7	83	7.291525401407351E-4	0.004214254511660859	APP; JAK2; JUN; MAP3K7; TAB1; TAB2; UBC; 	APP|IDBG-1100|ENSG00000142192|351|; JAK2|IDBG-47039|ENSG00000096968|3717|; JUN|IDBG-99221|ENSG00000177606|3725|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; TAB1|IDBG-8281|ENSG00000100324|10454|; TAB2|IDBG-97690|ENSG00000055208|23118|; UBC|IDBG-64029|ENSG00000150991|7316|; 
Toll Like Receptor 10 (TLR10) Cascade	13044	REACTOME	9606	7	83	7.291525401407351E-4	0.004214254511660859	APP; JAK2; JUN; MAP3K7; TAB1; TAB2; UBC; 	APP|IDBG-1100|ENSG00000142192|351|; JAK2|IDBG-47039|ENSG00000096968|3717|; JUN|IDBG-99221|ENSG00000177606|3725|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; TAB1|IDBG-8281|ENSG00000100324|10454|; TAB2|IDBG-97690|ENSG00000055208|23118|; UBC|IDBG-64029|ENSG00000150991|7316|; 
Toll Like Receptor 5 (TLR5) Cascade	13048	REACTOME	9606	7	83	7.291525401407351E-4	0.004214254511660859	APP; JAK2; JUN; MAP3K7; TAB1; TAB2; UBC; 	APP|IDBG-1100|ENSG00000142192|351|; JAK2|IDBG-47039|ENSG00000096968|3717|; JUN|IDBG-99221|ENSG00000177606|3725|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; TAB1|IDBG-8281|ENSG00000100324|10454|; TAB2|IDBG-97690|ENSG00000055208|23118|; UBC|IDBG-64029|ENSG00000150991|7316|; 
TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation	13040	REACTOME	9606	7	84	7.835284848878377E-4	0.004490474173895003	APP; JAK2; JUN; MAP3K7; TAB1; TAB2; UBC; 	APP|IDBG-1100|ENSG00000142192|351|; JAK2|IDBG-47039|ENSG00000096968|3717|; JUN|IDBG-99221|ENSG00000177606|3725|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; TAB1|IDBG-8281|ENSG00000100324|10454|; TAB2|IDBG-97690|ENSG00000055208|23118|; UBC|IDBG-64029|ENSG00000150991|7316|; 
Mechanism of gene regulation by peroxisome proliferators via ppara	3965	PID BIOCARTA	9606	5	41	8.045916068513885E-4	0.004572762298938725	EP300; JUN; NCOR1; NCOR2; SP1; 	EP300|IDBG-8992|ENSG00000100393|2033|; JUN|IDBG-99221|ENSG00000177606|3725|; NCOR1|IDBG-31971|ENSG00000141027|9611|; NCOR2|IDBG-63911|ENSG00000196498|9612|; SP1|IDBG-36616|ENSG00000185591|6667|; 
Signaling by Interleukins	18744	REACTOME	9606	8	110	8.276801607072929E-4	0.004589250972377022	JAK2; KRAS; MAP3K7; SHC1; TAB1; TAB2; UBC; YWHAZ; 	JAK2|IDBG-47039|ENSG00000096968|3717|; KRAS|IDBG-23889|ENSG00000133703|3845|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; SHC1|IDBG-103007|ENSG00000160691|6464|; TAB1|IDBG-8281|ENSG00000100324|10454|; TAB2|IDBG-97690|ENSG00000055208|23118|; UBC|IDBG-64029|ENSG00000150991|7316|; YWHAZ|IDBG-30919|ENSG00000164924|7534|; 
Plasma membrane estrogen receptor signaling	15557	PID NCI	9606	4	24	8.246719683076144E-4	0.004610051494965517	ESR1; ESR2; SHC1; SRC; 	ESR1|IDBG-97997|ENSG00000091831|2099|; ESR2|IDBG-9004|ENSG00000140009|2100|; SHC1|IDBG-103007|ENSG00000160691|6464|; SRC|IDBG-74081|ENSG00000197122|6714|; 
Tpo signaling pathway	4124	PID BIOCARTA	9606	4	24	8.246719683076144E-4	0.004610051494965517	CSNK2A1; JAK2; JUN; SHC1; 	CSNK2A1|IDBG-37787|ENSG00000101266|1457|; JAK2|IDBG-47039|ENSG00000096968|3717|; JUN|IDBG-99221|ENSG00000177606|3725|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
IL6	15922	NETPATH	9606	7	85	8.410627545709173E-4	0.004625845150140045	AR; EP300; JAK2; JUN; MAP3K7; MAPT; SHC1; 	AR|IDBG-73722|ENSG00000169083|367|; EP300|IDBG-8992|ENSG00000100393|2033|; JAK2|IDBG-47039|ENSG00000096968|3717|; JUN|IDBG-99221|ENSG00000177606|3725|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; MAPT|IDBG-55163|ENSG00000186868|4137|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
DNA Damage/Telomere Stress Induced Senescence	18208	REACTOME	9606	6	62	8.490062456776703E-4	0.00463217807641737	HIST2H2AC; HIST2H2BE; HIST3H3; POT1; TERF1; TERF2IP; 	HIST2H2AC|IDBG-102011|ENSG00000184260|8338|; HIST2H2BE|IDBG-101997|ENSG00000184678|8349|; HIST3H3|IDBG-107261|ENSG00000168148|8290|; POT1|IDBG-39151|ENSG00000128513|25913|; TERF1|IDBG-25349|ENSG00000147601|7013|; TERF2IP|IDBG-42783|ENSG00000166848|54386|; 
MyD88 dependent cascade initiated on endosome	13041	REACTOME	9606	7	86	9.018836395131023E-4	0.004843186158645164	APP; JAK2; JUN; MAP3K7; TAB1; TAB2; UBC; 	APP|IDBG-1100|ENSG00000142192|351|; JAK2|IDBG-47039|ENSG00000096968|3717|; JUN|IDBG-99221|ENSG00000177606|3725|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; TAB1|IDBG-8281|ENSG00000100324|10454|; TAB2|IDBG-97690|ENSG00000055208|23118|; UBC|IDBG-64029|ENSG00000150991|7316|; 
Toll Like Receptor 7/8 (TLR7/8) Cascade	16831	REACTOME	9606	7	86	9.018836395131023E-4	0.004843186158645164	APP; JAK2; JUN; MAP3K7; TAB1; TAB2; UBC; 	APP|IDBG-1100|ENSG00000142192|351|; JAK2|IDBG-47039|ENSG00000096968|3717|; JUN|IDBG-99221|ENSG00000177606|3725|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; TAB1|IDBG-8281|ENSG00000100324|10454|; TAB2|IDBG-97690|ENSG00000055208|23118|; UBC|IDBG-64029|ENSG00000150991|7316|; 
Cytokine Signaling in Immune system	17418	REACTOME	9606	13	267	0.0010903173859406748	0.005809347321965158	ARIH1; ICAM1; JAK2; KPNB1; KRAS; MAP3K7; NEDD4; PIN1; SHC1; TAB1; TAB2; UBC; YWHAZ; 	ARIH1|IDBG-20750|ENSG00000166233|25820|; ICAM1|IDBG-26804|ENSG00000090339|3383|; JAK2|IDBG-47039|ENSG00000096968|3717|; KPNB1|IDBG-56053|ENSG00000108424|3837|; KRAS|IDBG-23889|ENSG00000133703|3845|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; NEDD4|IDBG-13236|ENSG00000069869|4734|; PIN1|IDBG-26087|ENSG00000127445|5300|; SHC1|IDBG-103007|ENSG00000160691|6464|; TAB1|IDBG-8281|ENSG00000100324|10454|; TAB2|IDBG-97690|ENSG00000055208|23118|; UBC|IDBG-64029|ENSG00000150991|7316|; YWHAZ|IDBG-30919|ENSG00000164924|7534|; 
Toll Like Receptor 9 (TLR9) Cascade	13042	REACTOME	9606	7	89	0.0011053877393824678	0.005843987893479403	APP; JAK2; JUN; MAP3K7; TAB1; TAB2; UBC; 	APP|IDBG-1100|ENSG00000142192|351|; JAK2|IDBG-47039|ENSG00000096968|3717|; JUN|IDBG-99221|ENSG00000177606|3725|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; TAB1|IDBG-8281|ENSG00000100324|10454|; TAB2|IDBG-97690|ENSG00000055208|23118|; UBC|IDBG-64029|ENSG00000150991|7316|; 
FSH	15929	NETPATH	9606	5	44	0.001116222071357542	0.0058558727128141825	AKT2; EGFR; HIST3H3; SRC; YWHAQ; 	AKT2|IDBG-51270|ENSG00000105221|208|; EGFR|IDBG-16933|ENSG00000146648|1956|; HIST3H3|IDBG-107261|ENSG00000168148|8290|; SRC|IDBG-74081|ENSG00000197122|6714|; YWHAQ|IDBG-27933|ENSG00000134308|10971|; 
formation of the beta-catenin:TCF transactivating complex	19208	REACTOME	9606	6	66	0.001182449427628543	0.006155958088875315	EP300; HIST2H2AC; HIST2H2BE; HIST3H3; TLE1; TLE2; 	EP300|IDBG-8992|ENSG00000100393|2033|; HIST2H2AC|IDBG-102011|ENSG00000184260|8338|; HIST2H2BE|IDBG-101997|ENSG00000184678|8349|; HIST3H3|IDBG-107261|ENSG00000168148|8290|; TLE1|IDBG-73128|ENSG00000196781|7088|; TLE2|IDBG-16680|ENSG00000065717|7089|; 
Meiosis	19435	REACTOME	9606	7	92	0.0013433355013890253	0.006836976208562054	HIST2H2AC; HIST2H2BE; HIST3H3; POT1; RAD51; TERF1; TERF2IP; 	HIST2H2AC|IDBG-102011|ENSG00000184260|8338|; HIST2H2BE|IDBG-101997|ENSG00000184678|8349|; HIST3H3|IDBG-107261|ENSG00000168148|8290|; POT1|IDBG-39151|ENSG00000128513|25913|; RAD51|IDBG-6509|ENSG00000051180|5888|; TERF1|IDBG-25349|ENSG00000147601|7013|; TERF2IP|IDBG-42783|ENSG00000166848|54386|; 
MyD88:Mal cascade initiated on plasma membrane	13034	REACTOME	9606	7	92	0.0013433355013890253	0.006836976208562054	APP; JAK2; JUN; MAP3K7; TAB1; TAB2; UBC; 	APP|IDBG-1100|ENSG00000142192|351|; JAK2|IDBG-47039|ENSG00000096968|3717|; JUN|IDBG-99221|ENSG00000177606|3725|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; TAB1|IDBG-8281|ENSG00000100324|10454|; TAB2|IDBG-97690|ENSG00000055208|23118|; UBC|IDBG-64029|ENSG00000150991|7316|; 
Toll Like Receptor TLR6:TLR2 Cascade	13036	REACTOME	9606	7	92	0.0013433355013890253	0.006836976208562054	APP; JAK2; JUN; MAP3K7; TAB1; TAB2; UBC; 	APP|IDBG-1100|ENSG00000142192|351|; JAK2|IDBG-47039|ENSG00000096968|3717|; JUN|IDBG-99221|ENSG00000177606|3725|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; TAB1|IDBG-8281|ENSG00000100324|10454|; TAB2|IDBG-97690|ENSG00000055208|23118|; UBC|IDBG-64029|ENSG00000150991|7316|; 
LPA receptor mediated events	15008	PID NCI	9606	5	46	0.0013685463185372343	0.006913693253647362	EGFR; JUN; MAPT; SLC9A3R2; SRC; 	EGFR|IDBG-16933|ENSG00000146648|1956|; JUN|IDBG-99221|ENSG00000177606|3725|; MAPT|IDBG-55163|ENSG00000186868|4137|; SLC9A3R2|IDBG-9763|ENSG00000065054|9351|; SRC|IDBG-74081|ENSG00000197122|6714|; 
Agrin in postsynaptic differentiation	4033	PID BIOCARTA	9606	5	47	0.0015093956519019198	0.007249350947866967	ACTA1; EGFR; JUN; SP1; SRC; 	ACTA1|IDBG-107311|ENSG00000143632|58|; EGFR|IDBG-16933|ENSG00000146648|1956|; JUN|IDBG-99221|ENSG00000177606|3725|; SP1|IDBG-36616|ENSG00000185591|6667|; SRC|IDBG-74081|ENSG00000197122|6714|; 
TGF-beta receptor signaling	15571	PID NCI	9606	5	47	0.0015093956519019198	0.007249350947866967	MAP3K7; SHC1; SMAD2; SMAD3; YWHAE; 	MAP3K7|IDBG-94374|ENSG00000135341|6885|; SHC1|IDBG-103007|ENSG00000160691|6464|; SMAD2|IDBG-3127|ENSG00000175387|4087|; SMAD3|IDBG-18366|ENSG00000166949|4088|; YWHAE|IDBG-14629|ENSG00000108953|7531|; 
G2/M Transition	18803	REACTOME	9606	8	120	0.0014576705382797882	0.0072564328985898945	CCNB2; CSNK1E; DYNLL1; EP300; ODF2; TUBA4A; UBC; YWHAE; 	CCNB2|IDBG-14456|ENSG00000157456|9133|; CSNK1E|IDBG-236645|ENSG00000213923|102800317,1454|; DYNLL1|IDBG-60661|ENSG00000088986|8655|; EP300|IDBG-8992|ENSG00000100393|2033|; ODF2|IDBG-88092|ENSG00000136811|4957|; TUBA4A|IDBG-81457|ENSG00000127824|7277|; UBC|IDBG-64029|ENSG00000150991|7316|; YWHAE|IDBG-14629|ENSG00000108953|7531|; 
Erythropoietin mediated neuroprotection through nf-kb	4161	PID BIOCARTA	9606	3	13	0.001451172200675446	0.007277201771034222	EP300; JAK2; JUN; 	EP300|IDBG-8992|ENSG00000100393|2033|; JAK2|IDBG-47039|ENSG00000096968|3717|; JUN|IDBG-99221|ENSG00000177606|3725|; 
