Query ID	Query UniProt	Partner UniProt	Query Symbol	Partner Symbol	Species	Evidence Type
-	P00533	P63104	EGFR	YWHAZ	human	exp,pred
-	O60841	P68400	EIF5B	CSNK2A1	human	exp
-	P00533	P68104	EGFR	EEF1A1	human	exp,pred
-	P84022	Q13526	SMAD3	PIN1	human	exp,pred
-	P40227	Q92526	CCT6A	CCT6B	human	exp,pred
-	P40227	P48643	CCT6A	CCT5	human	exp,pred
-	P62258	Q9NYJ8	YWHAE	TAB2	human	exp,pred
-	P10275	Q15022	AR	SUZ12	human	exp
-	P0DP25	P0DP25	CALM3	CALM3	human	exp
-	P60033	P84103	CD81	SRSF3	human	exp
-	P61964	P68400	WDR5	CSNK2A1	human	exp
-	Q14974	Q9NRD1	KPNB1	FBXO6	human	exp
-	P35813	Q15796	PPM1A	SMAD2	human	exp
-	P49736	Q16777	MCM2	HIST2H2AC	human	exp
-	P49368	Q5S007	CCT3	LRRK2	human	exp
-	P32119	P32119	PRDX2	PRDX2	human	exp,pred
-	Q53EL6	Q53EL6	PDCD4	PDCD4	human	exp,pred
-	Q12824	Q13618	SMARCB1	CUL3	human	exp
-	P48643	P61964	CCT5	WDR5	human	exp
-	P41235	P84022	HNF4A	SMAD3	human	exp,pred
-	P0DP25	Q05086	CALM3	UBE3A	human	exp
-	O95947	Q93062	TBX6	RBPMS	human	exp
-	P00533	P27348	EGFR	YWHAQ	human	exp,pred
-	O75581	O75581	LRP6	LRP6	human	exp
-	P55317	Q14839	FOXA1	CHD4	human	exp
-	Q969P0	Q9NRD1	IGSF8	FBXO6	human	exp
-	O43318	Q9NYJ8	MAP3K7	TAB2	human	exp,ortho,pred
-	P10275	P12931	AR	SRC	human	exp,pred
-	P08047	P84022	SP1	SMAD3	human	exp,pred
-	P49674	Q96HN2	CSNK1E	AHCYL2	human	exp
-	P78371	Q9BYE7	CCT2	PCGF6	human	exp
-	P00533	P35813	EGFR	PPM1A	human	exp
-	Q9BWH6	Q9NYB0	RPAP1	TERF2IP	human	exp
-	Q8WWY3	Q92731	PRPF31	ESR2	human	exp
-	P49736	Q16695	MCM2	HIST3H3	human	exp,pred
-	P0CG48	P63104	UBC	YWHAZ	human	exp,pred
-	P17987	Q99832	TCP1	CCT7	human	exp,ortho,pred
-	P61978	Q16695	HNRNPK	HIST3H3	human	exp,pred
-	P62805	Q92731	HIST1H4A	ESR2	human	exp
-	P40337	Q96EB6	VHL	SIRT1	human	exp
-	P68104	Q9NZ94	EEF1A1	NLGN3	human	exp
-	O15379	P17987	HDAC3	TCP1	human	exp
-	P25685	Q7Z6Z7	DNAJB1	HUWE1	human	exp
-	P03372	Q13618	ESR1	CUL3	human	exp
-	Q13618	Q9NZI8	CUL3	IGF2BP1	human	exp
-	P27348	Q49AN0	YWHAQ	CRY2	human	exp
-	P10275	Q9HCK8	AR	CHD8	human	exp
-	O60674	P29353	JAK2	SHC1	human	exp,pred
-	P25685	Q16555	DNAJB1	DPYSL2	human	exp
-	P38159	P98179	RBMX	RBM3	human	exp,pred
-	Q13526	Q13526	PIN1	PIN1	human	exp,ortho
-	P52597	Q13618	HNRNPF	CUL3	human	exp
-	P62805	Q96L73	HIST1H4A	NSD1	human	exp
-	Q15022	Q16695	SUZ12	HIST3H3	human	exp
-	O15379	Q9NZC7	HDAC3	WWOX	human	exp
-	O15379	P03372	HDAC3	ESR1	human	exp,pred
-	P40227	P78371	CCT6A	CCT2	human	exp,pred
-	Q96PU8	Q96PU8	QKI	QKI	human	exp,ortho
-	P08047	Q92731	SP1	ESR2	human	exp,pred
-	P38159	P49759	RBMX	CLK1	human	exp,pred
-	P46934	P84022	NEDD4	SMAD3	human	exp,pred
-	P03372	P10275	ESR1	AR	human	exp,pred
-	Q14974	Q5S007	KPNB1	LRRK2	human	exp
-	O15379	Q13227	HDAC3	GPS2	human	exp,pred
-	O75525	Q13242	KHDRBS3	SRSF9	human	exp,pred
-	P61964	Q99832	WDR5	CCT7	human	exp
-	P68104	Q09472	EEF1A1	EP300	human	exp
-	Q8N9W6	Q93062	BOLL	RBPMS	human	exp,pred
-	O60907	O60907	TBL1X	TBL1X	human	exp
-	P84022	Q92731	SMAD3	ESR2	human	exp,pred
-	P10275	P84022	AR	SMAD3	human	exp,pred
-	P00533	P68366	EGFR	TUBA4A	human	exp
-	P55010	P62258	EIF5	YWHAE	human	exp
-	O15379	P08047	HDAC3	SP1	human	exp,ortho,pred
-	O75376	Q09472	NCOR1	EP300	human	exp,pred
-	O75554	Q8WWY3	WBP4	PRPF31	human	exp
-	O75376	P08047	NCOR1	SP1	human	exp,pred
-	Q16695	Q969R5	HIST3H3	L3MBTL2	human	exp
-	P52597	Q9NQC7	HNRNPF	CYLD	human	exp
-	Q66K74	Q9NZ94	MAP1S	NLGN3	human	exp
-	P32119	P63104	PRDX2	YWHAZ	human	exp
-	Q14872	Q9NZI8	MTF1	IGF2BP1	human	exp
-	P03372	Q9BZK7	ESR1	TBL1XR1	human	exp,pred
-	Q5S007	Q5S007	LRRK2	LRRK2	human	exp,ortho
-	O75376	P54253	NCOR1	ATXN1	human	exp,pred
-	P27348	P68104	YWHAQ	EEF1A1	human	exp
-	P27348	P63261	YWHAQ	ACTG1	human	exp,pred
-	Q14839	Q99496	CHD4	RNF2	human	exp
-	B4DH63	P61978	cDNA FLJ58101, highly similar to F-box/LRR-repeat protein 18	HNRNPK	human	exp
-	O60674	O60674	JAK2	JAK2	human	exp,ortho,pred
-	Q92731	Q92731	ESR2	ESR2	human	exp,pred
-	P25685	P55317	DNAJB1	FOXA1	human	exp
-	P49736	P54274	MCM2	TERF1	human	exp
-	O15379	P78371	HDAC3	CCT2	human	exp
-	O15379	P27348	HDAC3	YWHAQ	human	exp,pred
-	P49368	Q969P0	CCT3	IGSF8	human	exp
-	P54253	Q86Y13	ATXN1	DZIP3	human	exp
-	Q13618	Q14974	CUL3	KPNB1	human	exp
-	P40227	Q9NZC7	CCT6A	WWOX	human	exp
-	Q05639	Q14872	EEF1A2	MTF1	human	exp
-	P54274	P63104	TERF1	YWHAZ	human	exp
-	P12004	Q5S007	PCNA	LRRK2	human	exp
-	P0CG48	P50991	UBC	CCT4	human	exp
-	P08047	Q13526	SP1	PIN1	human	exp,pred
-	P17987	P40227	TCP1	CCT6A	human	exp,pred
-	P00533	P12004	EGFR	PCNA	human	exp,pred
-	P0CG48	Q05086	UBC	UBE3A	human	exp
-	O95067	P12004	CCNB2	PCNA	human	exp,pred
-	P49674	Q5S007	CSNK1E	LRRK2	human	exp
-	P49368	Q99832	CCT3	CCT7	human	exp,ortho,pred
-	A6NDG6	Q99496	PGP	RNF2	human	exp
-	P38159	Q96SW2	RBMX	CRBN	human	exp
-	P49770	Q969P0	EIF2B2	IGSF8	human	exp
-	P49368	Q13748	CCT3	TUBA3C	human	exp,pred
-	P03372	Q16777	ESR1	HIST2H2AC	human	exp
-	P63104	Q9NQC7	YWHAZ	CYLD	human	exp
-	O15379	P62805	HDAC3	HIST1H4A	human	exp,pred
-	O75554	P34969	WBP4	HTR7	human	exp
-	Q9NZC7	Q9NZI8	WWOX	IGF2BP1	human	exp
-	P49736	P68366	MCM2	TUBA4A	human	exp
-	O94888	P05067	UBXN7	APP	human	exp
-	Q16695	Q16695	HIST3H3	HIST3H3	human	exp,pred
-	P62805	Q09472	HIST1H4A	EP300	human	exp,pred
-	O43865	P48643	AHCYL1	CCT5	human	exp
-	P17987	P61964	TCP1	WDR5	human	exp
-	P0CG48	Q14839	UBC	CHD4	human	exp
-	P12004	Q8IWL3	PCNA	HSCB	human	exp
-	P49643	Q8IWL3	PRIM2	HSCB	human	exp
-	P12004	Q7Z6Z7	PCNA	HUWE1	human	exp
-	O75376	Q9Y618	NCOR1	NCOR2	human	exp,pred
-	P61978	Q14011	HNRNPK	CIRBP	human	exp
-	P68400	Q53EL6	CSNK2A1	PDCD4	human	exp
-	Q8IWL3	Q9NZT2	HSCB	OGFR	human	exp
-	P27348	P68400	YWHAQ	CSNK2A1	human	exp,pred
-	Q14839	Q14839	CHD4	CHD4	human	exp
-	P10275	Q05086	AR	UBE3A	human	exp
-	Q96EP5	Q9NZC7	DAZAP1	WWOX	human	exp
-	P05362	P05362	ICAM1	ICAM1	human	exp
-	P05067	Q5BJF6	APP	ODF2	human	exp
-	O75496	O75496	GMNN	GMNN	human	exp
-	O15379	Q09472	HDAC3	EP300	human	exp,pred
-	O60674	Q16695	JAK2	HIST3H3	human	exp
-	Q13618	Q8N4N3	CUL3	KLHL36	human	exp
-	P49736	P50991	MCM2	CCT4	human	exp
-	O75376	P62805	NCOR1	HIST1H4A	human	exp,pred
-	P40337	P63241	VHL	EIF5A	human	exp
-	P52597	Q13619	HNRNPF	CUL4A	human	exp
-	P78362	Q66K74	SRPK2	MAP1S	human	exp
-	P41235	Q13227	HNF4A	GPS2	human	exp
-	P62805	Q16777	HIST1H4A	HIST2H2AC	human	exp,pred
-	P61964	Q99496	WDR5	RNF2	human	exp,ortho,pred
-	P68400	Q99496	CSNK2A1	RNF2	human	exp
-	P40227	P49736	CCT6A	MCM2	human	exp
-	Q96AV8	Q96AV8	E2F7	E2F7	human	exp
-	P60033	Q13748	CD81	TUBA3C	human	exp
-	P0CG48	Q12873	UBC	CHD3	human	exp
-	P61964	P78362	WDR5	SRPK2	human	exp
-	P03372	Q92731	ESR1	ESR2	human	exp,pred
-	P0DP25	P10636	CALM3	MAPT	human	exp
-	Q14974	Q9HCK8	KPNB1	CHD8	human	exp
-	Q99496	Q9BZK7	RNF2	TBL1XR1	human	exp,ortho,pred
-	P63261	P78362	ACTG1	SRPK2	human	exp
-	P40337	Q09472	VHL	EP300	human	exp
-	P40337	Q13748	VHL	TUBA3C	human	exp
-	O15379	P50991	HDAC3	CCT4	human	exp
-	P68104	P68366	EEF1A1	TUBA4A	human	exp
-	P10275	P55317	AR	FOXA1	human	exp,pred
-	O15379	P61964	HDAC3	WDR5	human	exp
-	Q9H081	Q9H081	MIS12	MIS12	human	exp
-	P0DP25	Q01844	CALM3	EWSR1	human	exp
-	O15379	P40337	HDAC3	VHL	human	exp
-	P03372	P27348	ESR1	YWHAQ	human	exp,pred
-	Q93062	Q93062	RBPMS	RBPMS	human	exp
-	Q969R5	Q99832	L3MBTL2	CCT7	human	exp
-	P60891	Q96SW2	PRPS1	CRBN	human	exp
-	P62995	Q13618	TRA2B	CUL3	human	exp
-	P0DP25	Q99496	CALM3	RNF2	human	exp
-	P03372	Q09472	ESR1	EP300	human	exp,pred
-	P05067	Q8TBB1	APP	LNX1	human	exp
-	P61978	Q9NZI8	HNRNPK	IGF2BP1	human	exp,pred
-	P68104	Q14872	EEF1A1	MTF1	human	exp
-	O43318	P0CG48	MAP3K7	UBC	human	exp
-	Q66K41	Q93062	ZNF385C	RBPMS	human	exp
-	P61978	Q49AN0	HNRNPK	CRY2	human	exp
-	P63104	Q9NYJ8	YWHAZ	TAB2	human	exp,pred
-	P40337	Q7Z6Z7	VHL	HUWE1	human	exp
-	P68400	Q14839	CSNK2A1	CHD4	human	exp,pred
-	P40227	Q6NUN9	CCT6A	ZNF746	human	exp
-	P12931	P12931	SRC	SRC	human	exp,ortho
-	Q6NUN9	Q6NUN9	ZNF746	ZNF746	human	exp
-	Q99832	Q9NRD1	CCT7	FBXO6	human	exp
-	P29353	Q99832	SHC1	CCT7	human	exp
-	P00533	P63241	EGFR	EIF5A	human	exp
-	P49736	P68133	MCM2	ACTA1	human	exp
-	P68366	Q13748	TUBA4A	TUBA3C	human	exp,pred
-	P63261	P68133	ACTG1	ACTA1	human	exp,ortho,pred
-	O00213	P00533	APBB1	EGFR	human	exp,pred
-	P08047	P0DP25	SP1	CALM3	human	exp
-	Q04724	Q04724	TLE1	TLE1	human	exp,ortho
-	P78371	Q969R5	CCT2	L3MBTL2	human	exp
-	P62995	Q9NQC7	TRA2B	CYLD	human	exp
-	P68400	Q14781	CSNK2A1	CBX2	human	exp
-	P05067	P25685	APP	DNAJB1	human	exp
-	P17987	Q92526	TCP1	CCT6B	human	exp,ortho,pred
-	P38159	Q96PU8	RBMX	QKI	human	exp,pred
-	P54253	Q15038	ATXN1	DAZAP2	human	exp,pred
-	P10636	P27348	MAPT	YWHAQ	human	exp,ortho
-	Q01844	Q99496	EWSR1	RNF2	human	exp
-	P98175	Q14872	RBM10	MTF1	human	exp
-	P48643	Q99496	CCT5	RNF2	human	exp
-	O43896	P62258	KIF1C	YWHAE	human	exp,pred
-	Q01844	Q93062	EWSR1	RBPMS	human	exp,pred
-	P60033	P68366	CD81	TUBA4A	human	exp
-	Q01167	Q12873	FOXK2	CHD3	human	exp
-	P61978	Q9NYB0	HNRNPK	TERF2IP	human	exp
-	P63104	Q14974	YWHAZ	KPNB1	human	exp
-	P55010	P63104	EIF5	YWHAZ	human	exp
-	P49761	P49761	CLK3	CLK3	human	exp
-	O15379	Q9Y618	HDAC3	NCOR2	human	exp,pred
-	O75376	Q96EB6	NCOR1	SIRT1	human	exp,ortho,pred
-	P10275	Q9NYJ8	AR	TAB2	human	exp,pred
-	P49736	P84103	MCM2	SRSF3	human	exp
-	P29353	P60033	SHC1	CD81	human	exp
-	P38159	Q8TBB1	RBMX	LNX1	human	exp
-	O43896	P63104	KIF1C	YWHAZ	human	exp
-	Q99496	Q9BYE7	RNF2	PCGF6	human	exp,ortho,pred
-	P17987	Q96SW2	TCP1	CRBN	human	exp
-	Q14839	Q15742	CHD4	NAB2	human	exp,ortho
-	P63104	Q12824	YWHAZ	SMARCB1	human	exp,ortho,pred
-	P50991	Q8NBT0	CCT4	POC1A	human	exp
-	P68133	P68133	ACTA1	ACTA1	human	exp,ortho,pred
-	Q8IWL3	Q8IYQ7	HSCB	THNSL1	human	exp
-	P0CG48	Q16778	UBC	HIST2H2BE	human	exp
-	P61964	Q9BYE7	WDR5	PCGF6	human	exp
-	P40227	Q9BWH6	CCT6A	RPAP1	human	exp
-	P54274	Q14974	TERF1	KPNB1	human	exp
-	P03372	Q9NYJ8	ESR1	TAB2	human	exp,pred
-	Q9BPU6	Q9BPU6	DPYSL5	DPYSL5	human	exp,pred
-	P50991	Q969R5	CCT4	L3MBTL2	human	exp
-	P68366	Q9NQC7	TUBA4A	CYLD	human	exp
-	O00213	O00213	APBB1	APBB1	human	exp,pred
-	Q99832	Q9NZC7	CCT7	WWOX	human	exp
-	O95067	P49736	CCNB2	MCM2	human	exp,pred
-	P0CG48	P25685	UBC	DNAJB1	human	exp
-	P78371	Q8NBT0	CCT2	POC1A	human	exp
-	P49761	P63104	CLK3	YWHAZ	human	exp
-	P60033	Q16695	CD81	HIST3H3	human	exp
-	P78371	Q9NZC7	CCT2	WWOX	human	exp
-	O15379	P10275	HDAC3	AR	human	exp,pred
-	O75376	O75376	NCOR1	NCOR1	human	exp
-	P12931	Q9NZC7	SRC	WWOX	human	exp
-	P63167	P63167	DYNLL1	DYNLL1	human	exp,ortho,pred
-	P27348	Q13618	YWHAQ	CUL3	human	exp
-	O43318	P63261	MAP3K7	ACTG1	human	exp,pred
-	P49770	Q9BYE7	EIF2B2	PCGF6	human	exp
-	P05362	P0CG48	ICAM1	UBC	human	exp
-	P00533	P10636	EGFR	MAPT	human	exp,pred
-	P61964	P78371	WDR5	CCT2	human	exp
-	Q9NYJ8	Q9NYJ8	TAB2	TAB2	human	exp,pred
-	P40227	Q7Z6Z7	CCT6A	HUWE1	human	exp
-	Q01167	Q14839	FOXK2	CHD4	human	exp
-	P63104	Q7Z6Z7	YWHAZ	HUWE1	human	exp
-	P17987	Q13618	TCP1	CUL3	human	exp
-	P03372	P55317	ESR1	FOXA1	human	exp
-	Q15022	Q96EP5	SUZ12	DAZAP1	human	exp
-	Q14839	Q16695	CHD4	HIST3H3	human	exp,pred
-	P63104	Q05086	YWHAZ	UBE3A	human	exp,pred
-	Q92731	Q9Y618	ESR2	NCOR2	human	exp,pred
-	P05067	Q13618	APP	CUL3	human	exp
-	P54277	Q9NQC7	PMS1	CYLD	human	exp
-	P48643	Q13618	CCT5	CUL3	human	exp
-	P00533	Q16695	EGFR	HIST3H3	human	exp
-	P62995	Q01844	TRA2B	EWSR1	human	exp
-	P63167	P63261	DYNLL1	ACTG1	human	exp,pred
-	P55317	Q5BJF6	FOXA1	ODF2	human	exp
-	P08047	P12931	SP1	SRC	human	exp,pred
-	P0CG48	Q05639	UBC	EEF1A2	human	exp
-	Q9Y4X5	Q9Y4X5	ARIH1	ARIH1	human	exp
-	P08047	Q12873	SP1	CHD3	human	exp,pred
-	Q13526	Q9Y618	PIN1	NCOR2	human	exp
-	P68400	Q9NZR4	CSNK2A1	VSX1	human	exp
-	Q13618	Q9BTL3	CUL3	FAM103A1	human	exp
-	P17987	P68366	TCP1	TUBA4A	human	exp,pred
-	O75376	Q9BZK7	NCOR1	TBL1XR1	human	exp,ortho,pred
-	P78371	Q13748	CCT2	TUBA3C	human	exp,pred
-	P0CG48	Q99496	UBC	RNF2	human	exp
-	Q12824	Q9BZK7	SMARCB1	TBL1XR1	human	exp,pred
-	P00533	P68133	EGFR	ACTA1	human	exp,pred
-	O94888	P40337	UBXN7	VHL	human	exp,pred
-	P29353	P68133	SHC1	ACTA1	human	exp
-	Q16777	Q9NZR4	HIST2H2AC	VSX1	human	exp
-	O75376	P63104	NCOR1	YWHAZ	human	exp
-	Q13748	Q15750	TUBA3C	TAB1	human	exp,pred
-	P61978	Q9NZC7	HNRNPK	WWOX	human	exp
-	Q8WVJ2	Q9NUX5	NUDCD2	POT1	human	exp
-	P0DP25	Q13618	CALM3	CUL3	human	exp
-	P49736	Q16555	MCM2	DPYSL2	human	exp
-	P0DP25	P49736	CALM3	MCM2	human	exp
-	P84103	Q01844	SRSF3	EWSR1	human	exp
-	P54274	Q99496	TERF1	RNF2	human	exp
-	Q13618	Q16778	CUL3	HIST2H2BE	human	exp
-	A0A1B0GUU1	Q8N9W6	C17orf113	BOLL	human	exp
-	P05067	Q8IWL3	APP	HSCB	human	exp
-	P41235	Q15022	HNF4A	SUZ12	human	exp
-	P62258	Q9NRD1	YWHAE	FBXO6	human	exp,ortho
-	P78362	Q13618	SRPK2	CUL3	human	exp
-	P17987	P40337	TCP1	VHL	human	exp
-	P49736	Q13748	MCM2	TUBA3C	human	exp
-	P10636	Q15796	MAPT	SMAD2	human	exp
-	O60841	P0DP25	EIF5B	CALM3	human	exp
-	Q14781	Q16695	CBX2	HIST3H3	human	exp
-	P68366	Q9NS73	TUBA4A	MBIP	human	exp
-	P78362	P84103	SRPK2	SRSF3	human	exp,pred
-	P38159	Q14011	RBMX	CIRBP	human	exp,pred
-	P05067	Q99832	APP	CCT7	human	exp
-	Q13619	Q9Y4X5	CUL4A	ARIH1	human	exp
-	P68366	Q99832	TUBA4A	CCT7	human	exp,pred
-	P63104	Q09472	YWHAZ	EP300	human	exp,pred
-	P08047	Q9Y618	SP1	NCOR2	human	exp,pred
-	P68366	Q13619	TUBA4A	CUL4A	human	exp
-	P68400	Q969P0	CSNK2A1	IGSF8	human	exp
-	P40227	P55317	CCT6A	FOXA1	human	exp
-	P00533	P0CG48	EGFR	UBC	human	exp
-	P47813	P55010	EIF1AX	EIF5	human	exp,pred
-	P38159	P79522	RBMX	PRR3	human	exp
-	P25685	P54274	DNAJB1	TERF1	human	exp
-	P05067	P12931	APP	SRC	human	exp,pred
-	Q01844	Q01844	EWSR1	EWSR1	human	exp,pred
-	P08047	P63261	SP1	ACTG1	human	exp,pred
-	P63104	P78371	YWHAZ	CCT2	human	exp
-	Q15796	Q92731	SMAD2	ESR2	human	exp,pred
-	O43318	Q96SW2	MAP3K7	CRBN	human	exp
-	P05067	Q05086	APP	UBE3A	human	exp
-	Q9NQC7	Q9NYJ8	CYLD	TAB2	human	exp,pred
-	O14964	O43865	HGS	AHCYL1	human	exp
-	P0CG48	P12931	UBC	SRC	human	exp,pred
-	O15379	Q9NYJ8	HDAC3	TAB2	human	exp,pred
-	P62995	Q96MU7	TRA2B	YTHDC1	human	exp,pred
-	P61978	Q96EB6	HNRNPK	SIRT1	human	exp
-	P62258	Q8IWZ3	YWHAE	ANKHD1	human	exp
-	P46934	P61978	NEDD4	HNRNPK	human	exp,pred
-	P78371	Q7Z6Z7	CCT2	HUWE1	human	exp
-	Q16778	Q9BZK7	HIST2H2BE	TBL1XR1	human	exp,pred
-	P62995	P84103	TRA2B	SRSF3	human	exp,pred
-	Q9NQC7	Q9NQC7	CYLD	CYLD	human	exp
-	Q12824	Q9NS73	SMARCB1	MBIP	human	exp
-	P55317	Q13242	FOXA1	SRSF9	human	exp
-	P03372	Q14686	ESR1	NCOA6	human	exp,ortho,pred
-	Q8IWL3	Q8IWL3	HSCB	HSCB	human	exp
-	P0DP25	P10275	CALM3	AR	human	exp
-	P40227	Q969R5	CCT6A	L3MBTL2	human	exp
-	O94888	P49674	UBXN7	CSNK1E	human	exp
-	P34969	P68366	HTR7	TUBA4A	human	exp
-	Q12873	Q13227	CHD3	GPS2	human	exp
-	Q9NS73	Q9NS73	MBIP	MBIP	human	exp
-	P54253	Q9Y618	ATXN1	NCOR2	human	exp,pred
-	P49736	Q01844	MCM2	EWSR1	human	exp
-	P49759	Q96MU7	CLK1	YTHDC1	human	exp,pred
-	Q01167	Q01167	FOXK2	FOXK2	human	exp
-	P05067	Q16777	APP	HIST2H2AC	human	exp
-	P61964	Q9NYB0	WDR5	TERF2IP	human	exp
-	P05067	P63104	APP	YWHAZ	human	exp,ortho,pred
-	P35813	P84022	PPM1A	SMAD3	human	exp
-	P0DP25	Q7Z6Z7	CALM3	HUWE1	human	exp
-	P38159	P49761	RBMX	CLK3	human	exp
-	Q01167	Q9UPW6	FOXK2	SATB2	human	exp
-	P38159	P68104	RBMX	EEF1A1	human	exp
-	P08047	Q14872	SP1	MTF1	human	exp
-	P04278	P68104	SHBG	EEF1A1	human	exp
-	O15379	P41235	HDAC3	HNF4A	human	exp,pred
-	Q14974	Q96MU7	KPNB1	YTHDC1	human	exp
-	P00533	P62258	EGFR	YWHAE	human	exp,ortho,pred
-	Q15022	Q9NZJ5	SUZ12	EIF2AK3	human	exp
-	P12931	Q96MU7	SRC	YTHDC1	human	exp,pred
-	O15379	Q99832	HDAC3	CCT7	human	exp
-	P38159	Q96MU7	RBMX	YTHDC1	human	exp
-	O75376	Q01844	NCOR1	EWSR1	human	exp
-	P38159	Q92731	RBMX	ESR2	human	exp
-	P98179	Q13618	RBM3	CUL3	human	exp
-	Q8WVJ2	Q96EB6	NUDCD2	SIRT1	human	exp
-	P0CG48	P61978	UBC	HNRNPK	human	exp
-	O94888	Q13618	UBXN7	CUL3	human	exp,pred
-	O60907	Q9BZK7	TBL1X	TBL1XR1	human	exp,pred
-	O60841	P00533	EIF5B	EGFR	human	exp
-	O60841	Q15796	EIF5B	SMAD2	human	exp
-	P38159	Q9NZC7	RBMX	WWOX	human	exp
-	P10636	P63104	MAPT	YWHAZ	human	exp,ortho,pred
-	P0CG48	Q15038	UBC	DAZAP2	human	exp
-	P12931	Q12824	SRC	SMARCB1	human	exp
-	P08047	Q5BJF6	SP1	ODF2	human	exp
-	P03372	Q14839	ESR1	CHD4	human	exp,pred
-	P03372	Q9UDY4	ESR1	DNAJB4	human	exp
-	O75581	Q5S007	LRP6	LRRK2	human	exp
-	O75603	Q93062	GCM2	RBPMS	human	exp
-	P68366	Q15796	TUBA4A	SMAD2	human	exp
-	Q09472	Q8N9N5	EP300	BANP	human	exp
-	O75376	Q86Y13	NCOR1	DZIP3	human	exp,ortho
-	O15379	P48643	HDAC3	CCT5	human	exp
-	P52597	P63104	HNRNPF	YWHAZ	human	exp
-	Q8TBB1	Q8TBB1	LNX1	LNX1	human	exp,ortho,pred
-	P40337	P47813	VHL	EIF1AX	human	exp
-	Q04725	Q04725	TLE2	TLE2	human	exp
-	Q01167	Q13227	FOXK2	GPS2	human	exp
-	Q15276	Q15276	RABEP1	RABEP1	human	exp
-	Q96EP5	Q99496	DAZAP1	RNF2	human	exp
-	P27348	P84103	YWHAQ	SRSF3	human	exp,pred
-	P0CG48	Q13618	UBC	CUL3	human	exp
-	P04278	P04278	SHBG	SHBG	human	exp
-	Q9NYB0	Q9NZT2	TERF2IP	OGFR	human	exp
-	Q09472	Q15796	EP300	SMAD2	human	exp,pred
-	O15379	Q15022	HDAC3	SUZ12	human	exp,pred
-	P05067	P49761	APP	CLK3	human	exp
-	Q12873	Q14974	CHD3	KPNB1	human	exp
-	P61978	P68366	HNRNPK	TUBA4A	human	exp
-	P84022	Q9UDY4	SMAD3	DNAJB4	human	exp
-	O75808	P0CG48	CAPN15	UBC	human	exp
-	Q8WTP8	Q96PQ6	AEN	ZNF317	human	exp
-	P49770	P55010	EIF2B2	EIF5	human	exp,ortho,pred
-	O75525	P38159	KHDRBS3	RBMX	human	exp,pred
-	P48643	P49368	CCT5	CCT3	human	exp,ortho,pred
-	P29353	Q8WWY3	SHC1	PRPF31	human	exp
-	Q15796	Q7Z6Z7	SMAD2	HUWE1	human	exp,pred
-	P54253	Q93062	ATXN1	RBPMS	human	exp,pred
-	P0CG48	Q9NYJ8	UBC	TAB2	human	exp
-	O75376	Q92731	NCOR1	ESR2	human	exp,pred
-	P00533	Q01844	EGFR	EWSR1	human	exp
-	P12931	P68133	SRC	ACTA1	human	exp,pred
-	P40227	Q92731	CCT6A	ESR2	human	exp
-	Q8NI36	Q99496	WDR36	RNF2	human	exp
-	O43318	Q15796	MAP3K7	SMAD2	human	exp,ortho,pred
-	Q05639	Q13618	EEF1A2	CUL3	human	exp
-	P49674	P49674	CSNK1E	CSNK1E	human	exp,pred
-	P25685	Q9UDY4	DNAJB1	DNAJB4	human	exp,pred
-	P08047	P40337	SP1	VHL	human	exp,pred
-	P84022	Q9HCK8	SMAD3	CHD8	human	exp,pred
-	Q8NBT0	Q99832	POC1A	CCT7	human	exp
-	P05362	P68400	ICAM1	CSNK2A1	human	exp
-	P50991	Q49AN0	CCT4	CRY2	human	exp
-	P03372	Q01844	ESR1	EWSR1	human	exp,pred
-	P25685	Q9Y266	DNAJB1	NUDC	human	exp,pred
-	P05067	P49770	APP	EIF2B2	human	exp
-	P40227	Q9NRD1	CCT6A	FBXO6	human	exp
-	P0DP25	Q5S007	CALM3	LRRK2	human	exp
-	Q9NZC7	Q9NZC7	WWOX	WWOX	human	exp
-	P49736	P63104	MCM2	YWHAZ	human	exp
-	P05067	Q8IYY4	APP	DZIP1L	human	exp
-	Q15018	Q7Z6Z7	ABRAXAS2	HUWE1	human	exp
-	P60891	Q9NRD1	PRPS1	FBXO6	human	exp
-	O60907	Q12824	TBL1X	SMARCB1	human	exp,pred
-	P49736	Q9NRW3	MCM2	APOBEC3C	human	exp
-	Q15022	Q96EB6	SUZ12	SIRT1	human	exp
-	Q13227	Q13227	GPS2	GPS2	human	exp
-	P49736	P78371	MCM2	CCT2	human	exp
-	P12004	Q9NRD1	PCNA	FBXO6	human	exp
-	P27348	Q5S007	YWHAQ	LRRK2	human	exp,ortho
-	Q9BWH6	Q9NZI8	RPAP1	IGF2BP1	human	exp
-	P68104	Q49AN0	EEF1A1	CRY2	human	exp
-	P49736	Q05639	MCM2	EEF1A2	human	exp
-	P0CG48	Q09472	UBC	EP300	human	exp
-	O75525	Q96MU7	KHDRBS3	YTHDC1	human	exp,pred
-	P62258	Q49AN0	YWHAE	CRY2	human	exp
-	Q7Z6Z7	Q9Y266	HUWE1	NUDC	human	exp
-	P08047	P41235	SP1	HNF4A	human	exp,pred
-	P54274	Q9NZT2	TERF1	OGFR	human	exp
-	P98175	Q7Z6Z7	RBM10	HUWE1	human	exp
-	P03372	P78371	ESR1	CCT2	human	exp
-	Q13748	Q9NYJ8	TUBA3C	TAB2	human	exp,pred
-	P62258	Q05086	YWHAE	UBE3A	human	exp,ortho
