query_ID	query_uniprot	partner_uniprot	query_symbol	partner_symbol	species	evidence_type
RBMY1J	Q15415	Q14781	RBMY1F	CBX2	human	exp
RBMY1J	Q15415	Q8WXF0	RBMY1F	SRSF12	human	pred
RBMY1J	Q15415	Q9HCJ3	RBMY1F	RAVER2	human	pred
RBMY1J	Q15415	O43390	RBMY1F	HNRNPR	human	pred
RBMY1J	Q15415	Q9NZI8	RBMY1F	IGF2BP1	human	pred
RBMY1J	Q15415	Q9UKM9	RBMY1F	RALY	human	pred
RBMY1J	Q15415	Q9BQ04	RBMY1F	RBM4B	human	pred
RBMY1J	Q15415	P19338	RBMY1F	NCL	human	pred
RBMY1J	Q15415	Q9BZB8	RBMY1F	CPEB1	human	pred
RBMY1J	Q15415	Q9HAU5	RBMY1F	UPF2	human	pred
RBMY1J	Q15415	Q13242	RBMY1F	SRSF9	human	pred
RBMY1J	Q15415	Q9NTZ6	RBMY1F	RBM12	human	pred
RBMY1J	Q15415	Q8WTP8	RBMY1F	AEN	human	exp
RBMY1J	Q15415	P38159	RBMY1F	RBMX	human	exp_pred
RBMY1J	Q15415	Q8NDT2	RBMY1F	RBM15B	human	pred
RBMY1J	Q15415	O75494	RBMY1F	SRSF10	human	pred
RBMY1J	Q15415	Q09161	RBMY1F	NCBP1	human	pred
RPS4Y1	P22090	P0DP25	RPS4Y1	CALM3	human	exp
RPS4Y1	P22090	P62280	RPS4Y1	RPS11	human	pred
RPS4Y1	P22090	Q99496	RPS4Y1	RNF2	human	exp
RPS4Y1	P22090	P62244	RPS4Y1	RPS15A	human	pred
RPS4Y1	P22090	P61978	RPS4Y1	HNRNPK	human	pred
RPS4Y1	P22090	Q99558	RPS4Y1	MAP3K14	human	pred
RPS4Y1	P22090	Q5S007	RPS4Y1	LRRK2	human	exp
RPS4Y1	P22090	Q9BY66	RPS4Y1	KDM5D	human	pred
RPS4Y1	P22090	P60033	RPS4Y1	CD81	human	exp
RPS4Y1	P22090	P15880	RPS4Y1	RPS2	human	pred
RPS4Y1	P22090	Q9Y2T4	RPS4Y1	PPP2R2C	human	pred
RPS4Y1	P22090	P23396	RPS4Y1	RPS3	human	pred
RPS4Y1	P22090	Q9NQC7	RPS4Y1	CYLD	human	exp
RPS4Y1	P22090	Q6NUN9	RPS4Y1	ZNF746	human	exp
RPS4Y1	P22090	Q9BZA4	RPS4Y1	-	human	pred
RPS4Y1	P22090	Q00005	RPS4Y1	PPP2R2B	human	pred
RPS4Y1	P22090	P05362	RPS4Y1	ICAM1	human	exp
RPS4Y1	P22090	P31946	RPS4Y1	YWHAB	human	pred
RPS4Y1	P22090	Q00653	RPS4Y1	NFKB2	human	pred
RPS4Y1	P22090	P14672	RPS4Y1	SLC2A4	human	pred
RPS4Y1	P22090	P34969	RPS4Y1	HTR7	human	exp
RPS4Y1	P22090	Q8NFZ3	RPS4Y1	NLGN4Y	human	pred
RPS4Y1	P22090	Q969P0	RPS4Y1	IGSF8	human	exp
RPS4Y1	P22090	P49759	RPS4Y1	CLK1	human	exp
RPS4Y1	P22090	Q92731	RPS4Y1	ESR2	human	exp
RPS4Y1	P22090	Q01085	RPS4Y1	TIAL1	human	pred
RPS4Y1	P22090	Q66LE6	RPS4Y1	PPP2R2D	human	pred
RPS4Y1	P22090	P60891	RPS4Y1	PRPS1	human	exp
RPS4Y1	P22090	Q8TD47	RPS4Y1	RPS4Y2	human	exp
RPS4Y1	P22090	Q13233	RPS4Y1	MAP3K1	human	pred
RPS4Y2	Q8TD47	P61978	RPS4Y2	HNRNPK	human	pred
RPS4Y2	Q8TD47	P62701	RPS4Y2	RPS4X	human	pred
RPS4Y2	Q8TD47	P49674	RPS4Y2	CSNK1E	human	exp
RPS4Y2	Q8TD47	P14672	RPS4Y2	SLC2A4	human	pred
RPS4Y2	Q8TD47	P31946	RPS4Y2	YWHAB	human	pred
RPS4Y2	Q8TD47	P62244	RPS4Y2	RPS15A	human	pred
RPS4Y2	Q8TD47	P23396	RPS4Y2	RPS3	human	pred
RPS4Y2	Q8TD47	Q01085	RPS4Y2	TIAL1	human	pred
RPS4Y2	Q8TD47	Q9H320	RPS4Y2	VCX	human	pred
RPS4Y2	Q8TD47	Q6NUN9	RPS4Y2	ZNF746	human	exp
RPS4Y2	Q8TD47	P62280	RPS4Y2	RPS11	human	pred
RPS4Y2	Q8TD47	Q13233	RPS4Y2	MAP3K1	human	pred
SRY	Q05066	A7WPU8	SRY	SRY	human	pred
SRY	Q05066	P14209	SRY	CD99	human	pred
SRY	Q05066	Q9Y252	SRY	RNF6	human	pred
SRY	Q05066	Q03431	SRY	PTH1R	human	pred
SRY	Q05066	Q8N2W9	SRY	PIAS4	human	pred
SRY	Q05066	Q13950	SRY	RUNX2	human	pred
SRY	Q05066	P55808	SRY	XG	human	pred
SRY	Q05066	P08047	SRY	SP1	human	exp_pred
SRY	Q05066	Q9HBE1	SRY	PATZ1	human	pred
SRY	Q05066	O60315	SRY	ZEB2	human	pred
SRY	Q05066	Q13485	SRY	SMAD4	human	pred
SRY	Q05066	O14595	SRY	CTDSP2	human	pred
SRY	Q05066	P78368	SRY	CSNK1G2	human	pred
SRY	Q05066	P14921	SRY	ETS1	human	pred
SRY	Q05066	O75469	SRY	NR1I2	human	pred
SRY	Q05066	Q03112	SRY	MECOM	human	pred
SRY	Q05066	P51843	SRY	NR0B1	human	pred
SRY	Q05066	Q14974	SRY	KPNB1	human	exp
SRY	Q05066	Q9Y4B4	SRY	RAD54L2	human	pred
SRY	Q05066	O15379	SRY	HDAC3	human	exp
SRY	Q05066	O00592	SRY	PODXL	human	pred
SRY	Q05066	O96028	SRY	NSD2	human	pred
SRY	Q05066	Q9Y618	SRY	NCOR2	human	pred
SRY	Q05066	Q92985	SRY	IRF7	human	pred
SRY	Q05066	P48048	SRY	KCNJ1	human	pred
SRY	Q05066	Q15599	SRY	SLC9A3R2	human	exp
SRY	Q05066	Q8N6I1	SRY	EID2	human	pred
SRY	Q05066	P13056	SRY	NR2C1	human	pred
SRY	Q05066	Q9NQU5	SRY	PAK6	human	pred
SRY	Q05066	Q15583	SRY	TGIF1	human	pred
SRY	Q05066	Q9Y6Q9	SRY	NCOA3	human	pred
SRY	Q05066	P15336	SRY	ATF2	human	pred
SRY	Q05066	Q14686	SRY	NCOA6	human	pred
SRY	Q05066	P51532	SRY	SMARCA4	human	pred
SRY	Q05066	P02751	SRY	FN1	human	pred
SRY	Q05066	Q9NZH6	SRY	IL37	human	pred
SRY	Q05066	P40879	SRY	SLC26A3	human	pred
SRY	Q05066	P05412	SRY	JUN	human	pred
SRY	Q05066	Q9ULJ6	SRY	ZMIZ1	human	pred
SRY	Q05066	Q8IUQ4	SRY	SIAH1	human	pred
SRY	Q05066	Q15788	SRY	NCOA1	human	pred
SRY	Q05066	P10275	SRY	AR	human	exp_pred
SRY	Q05066	Q96L73	SRY	NSD1	human	pred
SRY	Q05066	P35222	SRY	CTNNB1	human	pred
SRY	Q05066	O43680	SRY	TCF21	human	pred
SRY	Q05066	O14976	SRY	GAK	human	pred
SRY	Q05066	Q13761	SRY	RUNX3	human	pred
SRY	Q05066	O00141	SRY	SGK1	human	pred
SRY	Q05066	P04150	SRY	NR3C1	human	pred
SRY	Q05066	Q09472	SRY	EP300	human	exp_pred
SRY	Q05066	Q9HBW0	SRY	LPAR2	human	pred
SRY	Q05066	P19532	SRY	TFE3	human	pred
SRY	Q05066	Q13547	SRY	HDAC1	human	pred
SRY	Q05066	Q8TEW8	SRY	PARD3B	human	pred
SRY	Q05066	P17010	SRY	ZFX	human	pred
SRY	Q05066	O75376	SRY	NCOR1	human	pred
SRY	Q05066	P38398	SRY	BRCA1	human	pred
SRY	Q05066	Q92793	SRY	CREBBP	human	pred
SRY	Q05066	P31749	SRY	AKT1	human	pred
SRY	Q05066	Q13772	SRY	NCOA4	human	pred
SRY	Q05066	P60484	SRY	PTEN	human	pred
SRY	Q05066	O95425	SRY	SVIL	human	pred
SRY	Q05066	Q9UM13	SRY	ANAPC10	human	pred
SRY	Q05066	Q15797	SRY	SMAD1	human	pred
SRY	Q05066	Q9UJU2	SRY	LEF1	human	pred
SRY	Q05066	Q01970	SRY	PLCB3	human	pred
SRY	Q05066	P84022	SRY	SMAD3	human	exp_pred
SRY	Q05066	Q5THR3	SRY	EFCAB6	human	pred
SRY	Q05066	O75593	SRY	FOXH1	human	pred
SRY	Q05066	P48436	SRY	SOX9	human	pred
SRY	Q05066	Q92831	SRY	KAT2B	human	pred
SRY	Q05066	P14859	SRY	POU2F1	human	pred
SRY	Q05066	Q6AZZ1	SRY	TRIM68	human	pred
SRY	Q05066	O43345	SRY	ZNF208	human	exp
SRY	Q05066	P20711	SRY	DDC	human	pred
SRY	Q05066	Q9BZ29	SRY	DOCK9	human	pred
SRY	Q05066	Q16665	SRY	HIF1A	human	pred
SRY	Q05066	Q16666	SRY	IFI16	human	pred
SRY	Q05066	P41161	SRY	ETV5	human	pred
SRY	Q05066	Q15652	SRY	JMJD1C	human	pred
SRY	Q05066	O15393	SRY	TMPRSS2	human	pred
SRY	Q05066	P28482	SRY	MAPK1	human	pred
SRY	Q05066	P78317	SRY	RNF4	human	pred
SRY	Q05066	O00308	SRY	WWP2	human	pred
SRY	Q05066	P43364	SRY	MAGEA11	human	pred
SRY	Q05066	P11308	SRY	ERG	human	pred
SRY	Q05066	Q15796	SRY	SMAD2	human	pred
SRY	Q05066	P61964	SRY	WDR5	human	exp
SRY	Q05066	P17275	SRY	JUNB	human	pred
SRY	Q05066	O15530	SRY	PDPK1	human	pred
TBL1Y	Q9BQ87	Q99832	TBL1Y	CCT7	human	exp
TBL1Y	Q9BQ87	P25054	TBL1Y	APC	human	pred
TBL1Y	Q9BQ87	Q01167	TBL1Y	FOXK2	human	exp
TBL1Y	Q9BQ87	O75376	TBL1Y	NCOR1	human	exp_pred
TBL1Y	Q9BQ87	Q9BXU7	TBL1Y	USP26	human	pred
TBL1Y	Q9BQ87	P17987	TBL1Y	TCP1	human	exp
TBL1Y	Q9BQ87	P48643	TBL1Y	CCT5	human	exp
TBL1Y	Q9BQ87	Q9UL03	TBL1Y	INTS6	human	exp
TBL1Y	Q9BQ87	P35222	TBL1Y	CTNNB1	human	pred
TBL1Y	Q9BQ87	P25685	TBL1Y	DNAJB1	human	exp
TBL1Y	Q9BQ87	P48634	TBL1Y	PRRC2A	human	pred
TBL1Y	Q9BQ87	Q3ZCM7	TBL1Y	TUBB8	human	exp
TBL1Y	Q9BQ87	P68366	TBL1Y	TUBA4A	human	exp
TBL1Y	Q9BQ87	Q15750	TBL1Y	TAB1	human	exp
TBL1Y	Q9BQ87	Q13547	TBL1Y	HDAC1	human	pred
TBL1Y	Q9BQ87	O75808	TBL1Y	CAPN15	human	exp
TBL1Y	Q9BQ87	Q9UDY4	TBL1Y	DNAJB4	human	exp
TBL1Y	Q9BQ87	P49368	TBL1Y	CCT3	human	exp
TBL1Y	Q9BQ87	O43318	TBL1Y	MAP3K7	human	exp
TBL1Y	Q9BQ87	Q9Y520	TBL1Y	PRRC2C	human	pred
TBL1Y	Q9BQ87	Q9Y266	TBL1Y	NUDC	human	exp
TBL1Y	Q9BQ87	P50991	TBL1Y	CCT4	human	exp
TBL1Y	Q9BQ87	Q13227	TBL1Y	GPS2	human	exp
TBL1Y	Q9BQ87	Q5T3J3	TBL1Y	LRIF1	human	exp
TBL1Y	Q9BQ87	O15379	TBL1Y	HDAC3	human	exp_pred
TBL1Y	Q9BQ87	Q15022	TBL1Y	SUZ12	human	exp
TBL1Y	Q9BQ87	Q9HCK8	TBL1Y	CHD8	human	exp
TBL1Y	Q9BQ87	Q9BZK7	TBL1Y	TBL1XR1	human	exp_pred
TBL1Y	Q9BQ87	Q969H0	TBL1Y	FBXW7	human	pred
TBL1Y	Q9BQ87	Q8NI36	TBL1Y	WDR36	human	exp
TBL1Y	Q9BQ87	Q9NYJ8	TBL1Y	TAB2	human	exp
TBL1Y	Q9BQ87	Q92526	TBL1Y	CCT6B	human	exp
TBL1Y	Q9BQ87	O60907	TBL1Y	TBL1X	human	exp_pred
TBL1Y	Q9BQ87	P40227	TBL1Y	CCT6A	human	exp
TBL1Y	Q9BQ87	P78371	TBL1Y	CCT2	human	exp
TBL1Y	Q9BQ87	Q9Y618	TBL1Y	NCOR2	human	exp_pred
TGIF2LY	Q8IUE0	Q9BPU6	TGIF2LY	DPYSL5	human	exp
TGIF2LY	Q8IUE0	Q9NZT2	TGIF2LY	OGFR	human	exp
TGIF2LY	Q8IUE0	O75581	TGIF2LY	LRP6	human	exp
TGIF2LY	Q8IUE0	O43865	TGIF2LY	AHCYL1	human	exp
TGIF2LY	Q8IUE0	Q53EL6	TGIF2LY	PDCD4	human	exp
TGIF2LY	Q8IUE0	Q15742	TGIF2LY	NAB2	human	exp
TGIF2LY	Q8IUE0	Q9Y232	TGIF2LY	CDYL	human	pred
TGIF2LY	Q8IUE0	Q9BQY4	TGIF2LY	RHOXF2	human	pred
TGIF2LY	Q8IUE0	Q9UHL0	TGIF2LY	DDX25	human	pred
TGIF2LY	Q8IUE0	Q9NZJ5	TGIF2LY	EIF2AK3	human	exp
TGIF2LY	Q8IUE0	Q9H320	TGIF2LY	VCX	human	pred
TGIF2LY	Q8IUE0	Q9Y462	TGIF2LY	ZNF711	human	pred
TGIF2LY	Q8IUE0	Q16555	TGIF2LY	DPYSL2	human	exp
TGIF2LY	Q8IUE0	O75197	TGIF2LY	LRP5	human	exp
TGIF2LY	Q8IUE0	P11234	TGIF2LY	RALB	human	exp
TGIF2LY	Q8IUE0	P17010	TGIF2LY	ZFX	human	pred
TGIF2LY	Q8IUE0	Q9NXF7	TGIF2LY	DCAF16	human	exp
TGIF2LY	Q8IUE0	Q9NS73	TGIF2LY	MBIP	human	exp
TGIF2LY	Q8IUE0	P27348	TGIF2LY	YWHAQ	human	exp
TGIF2LY	Q8IUE0	Q96KB5	TGIF2LY	PBK	human	exp
TGIF2LY	Q8IUE0	Q8IZX4	TGIF2LY	TAF1L	human	pred
TGIF2LY	Q8IUE0	Q6TFL4	TGIF2LY	KLHL24	human	exp
TGIF2LY	Q8IUE0	Q8IUE1	TGIF2LY	TGIF2LX	human	exp
TGIF2LY	Q8IUE0	Q9H0N5	TGIF2LY	PCBD2	human	exp
TGIF2LY	Q8IUE0	Q96HN2	TGIF2LY	AHCYL2	human	exp
TGIF2LY	Q8IUE0	Q8WZA9	TGIF2LY	IRGQ	human	exp
TGIF2LY	Q8IUE0	P09884	TGIF2LY	POLA1	human	pred
TGIF2LY	Q8IUE0	Q96SW2	TGIF2LY	CRBN	human	exp
TGIF2LY	Q8IUE0	A6NDG6	TGIF2LY	PGP	human	exp
TGIF2LY	Q8IUE0	Q8IYQ7	TGIF2LY	THNSL1	human	exp
TGIF2LY	Q8IUE0	O75496	TGIF2LY	GMNN	human	exp
TGIF2LY	Q8IUE0	Q8WVV4	TGIF2LY	POF1B	human	pred
TGIF2LY	Q8IUE0	Q8IWZ3	TGIF2LY	ANKHD1	human	exp
TGIF2LY	Q8IUE0	Q460N3	TGIF2LY	PARP15	human	pred
TGIF2LY	Q8IUE0	Q9Y4X5	TGIF2LY	ARIH1	human	exp
TGIF2LY	Q8IUE0	O94888	TGIF2LY	UBXN7	human	exp
TGIF2LY	Q8IUE0	O75179	TGIF2LY	ANKRD17	human	exp
TGIF2LY	Q8IUE0	P63104	TGIF2LY	YWHAZ	human	exp
TGIF2LY	Q8IUE0	Q9NQL9	TGIF2LY	DMRT3	human	pred
TMSB4Y	O14604	P48061	TMSB4Y	CXCL12	human	pred
TMSB4Y	O14604	Q9NYB0	TMSB4Y	TERF2IP	human	exp
TMSB4Y	O14604	P52566	TMSB4Y	ARHGDIB	human	pred
TMSB4Y	O14604	Q01844	TMSB4Y	EWSR1	human	exp
TMSB4Y	O14604	Q9BY66	TMSB4Y	KDM5D	human	pred
TMSB4Y	O14604	O43516	TMSB4Y	WIPF1	human	pred
TMSB4Y	O14604	Q9NUX5	TMSB4Y	POT1	human	exp
TMSB4Y	O14604	P07550	TMSB4Y	ADRB2	human	pred
TMSB4Y	O14604	P54274	TMSB4Y	TERF1	human	exp
TMSB4Y	O14604	P63261	TMSB4Y	ACTG1	human	exp
TMSB4Y	O14604	P68133	TMSB4Y	ACTA1	human	exp_pred
TMSB4Y	O14604	P35080	TMSB4Y	PFN2	human	pred
TSPY1	Q01534	P68400	TSPY1	CSNK2A1	human	exp
TSPY1	Q01534	Q99733	TSPY1	NAP1L4	human	pred
TSPY1	Q01534	Q01534	TSPY1	TSPY1	human	exp
TSPY1	Q01534	Q16777	TSPY1	HIST2H2AC	human	exp
TSPY1	Q01534	Q9H489	TSPY1	TSPY26P	human	pred
TSPY1	Q01534	P10275	TSPY1	AR	human	exp
TSPY1	Q01534	Q16778	TSPY1	HIST2H2BE	human	exp
TSPY1	Q01534	Q9H0U9	TSPY1	TSPYL1	human	pred
TSPY1	Q01534	Q9ULW6	TSPY1	NAP1L2	human	pred
TSPY1	Q01534	P68104	TSPY1	EEF1A1	human	exp
TSPY1	Q01534	Q8N961	TSPY1	ABTB2	human	pred
TSPY1	Q01534	Q8TDI0	TSPY1	CHD5	human	pred
TSPY1	Q01534	P26640	TSPY1	VARS	human	pred
TSPY1	Q01534	Q99457	TSPY1	NAP1L3	human	pred
TSPY1	Q01534	Q05516	TSPY1	ZBTB16	human	pred
TSPY1	Q01534	Q00987	TSPY1	MDM2	human	pred
TSPY1	Q01534	Q05639	TSPY1	EEF1A2	human	exp
TSPY1	Q01534	Q9H2G4	TSPY1	TSPYL2	human	pred
TSPY1	Q01534	P55209	TSPY1	NAP1L1	human	pred
TSPY1	Q01534	Q01105	TSPY1	SET	human	pred
TSPY1	Q01534	P54725	TSPY1	RAD23A	human	pred
TSPY1	Q01534	Q8N831	TSPY1	TSPYL6	human	pred
TSPY1	Q01534	Q9UJ04	TSPY1	TSPYL4	human	pred
TSPY1	Q01534	Q12873	TSPY1	CHD3	human	pred
TSPY1	Q01534	Q86VY4	TSPY1	TSPYL5	human	pred
TSPY2	A6NKD2	Q86VY4	TSPY2	TSPYL5	human	pred
TSPY2	A6NKD2	Q01534	TSPY2	TSPY1	human	pred
TSPY2	A6NKD2	P55209	TSPY2	NAP1L1	human	pred
TSPY2	A6NKD2	Q9H2G4	TSPY2	TSPYL2	human	pred
TSPY2	A6NKD2	Q8N831	TSPY2	TSPYL6	human	pred
TSPY2	A6NKD2	Q99457	TSPY2	NAP1L3	human	pred
TSPY2	A6NKD2	A6NKD2	TSPY2	TSPY2	human	pred
TSPY2	A6NKD2	Q9H0U9	TSPY2	TSPYL1	human	pred
TSPY2	A6NKD2	Q01105	TSPY2	SET	human	pred
TSPY2	A6NKD2	Q99733	TSPY2	NAP1L4	human	pred
TSPY2	A6NKD2	P05067	TSPY2	APP	human	exp
TSPY2	A6NKD2	Q9H489	TSPY2	TSPY26P	human	pred
TSPY2	A6NKD2	Q9UJ04	TSPY2	TSPYL4	human	pred
TSPY2	A6NKD2	Q9ULW6	TSPY2	NAP1L2	human	pred
USP9Y	O00507	P62068	USP9Y	USP46	human	pred
USP9Y	O00507	O14607	USP9Y	UTY	human	pred
USP9Y	O00507	Q9NQX6	USP9Y	ZNF331	human	exp
USP9Y	O00507	P54578	USP9Y	USP14	human	pred
USP9Y	O00507	P0CG48	USP9Y	UBC	human	exp
USP9Y	O00507	P29353	USP9Y	SHC1	human	exp
USP9Y	O00507	Q96EB6	USP9Y	SIRT1	human	exp
USP9Y	O00507	Q5VVQ6	USP9Y	YOD1	human	pred
USP9Y	O00507	Q9UK80	USP9Y	USP21	human	pred
USP9Y	O00507	P54277	USP9Y	PMS1	human	exp
USP9Y	O00507	Q6R6M4	USP9Y	USP17L2	human	pred
USP9Y	O00507	Q8TEY7	USP9Y	USP33	human	pred
USP9Y	O00507	Q9NZR4	USP9Y	VSX1	human	exp
USP9Y	O00507	O15523	USP9Y	DDX3Y	human	pred
USP9Y	O00507	Q9NZQ3	USP9Y	NCKIPSD	human	exp
USP9Y	O00507	Q15018	USP9Y	ABRAXAS2	human	exp
USP9Y	O00507	Q9H0E7	USP9Y	USP44	human	pred
USP9Y	O00507	O60260	USP9Y	PRKN	human	pred
USP9Y	O00507	P49761	USP9Y	CLK3	human	exp
USP9Y	O00507	P08048	USP9Y	ZFY	human	pred
USP9Y	O00507	O14602	USP9Y	EIF1AY	human	pred
USP9Y	O00507	P10636	USP9Y	MAPT	human	exp
USP9Y	O00507	Q9UPT9	USP9Y	USP22	human	pred
USP9Y	O00507	O60543	USP9Y	CIDEA	human	pred
USP9Y	O00507	P54727	USP9Y	RAD23B	human	pred
USP9Y	O00507	P22090	USP9Y	RPS4Y1	human	pred
USP9Y	O00507	Q9UNN5	USP9Y	FAF1	human	pred
USP9Y	O00507	Q7LGA3	USP9Y	HS2ST1	human	exp
USP9Y	O00507	Q9BZA4	USP9Y	-	human	pred
USP9Y	O00507	P31751	USP9Y	AKT2	human	exp
USP9Y	O00507	P49674	USP9Y	CSNK1E	human	exp
USP9Y	O00507	O43567	USP9Y	RNF13	human	pred
USP9Y	O00507	Q93009	USP9Y	USP7	human	pred
USP9Y	O00507	Q9BY66	USP9Y	KDM5D	human	pred
UTY	O14607	Q9BZA4	UTY	-	human	pred
UTY	O14607	Q9H2X6	UTY	HIPK2	human	pred
UTY	O14607	O95475	UTY	SIX6	human	pred
UTY	O14607	P08047	UTY	SP1	human	pred
UTY	O14607	P32119	UTY	PRDX2	human	exp
UTY	O14607	P12004	UTY	PCNA	human	exp
UTY	O14607	Q9BY66	UTY	KDM5D	human	pred
UTY	O14607	Q13950	UTY	RUNX2	human	pred
UTY	O14607	Q9Y6J0	UTY	CABIN1	human	pred
UTY	O14607	Q14686	UTY	NCOA6	human	exp
UTY	O14607	Q96HZ4	UTY	HES6	human	pred
UTY	O14607	Q99612	UTY	KLF6	human	pred
UTY	O14607	Q01196	UTY	RUNX1	human	pred
UTY	O14607	Q04725	UTY	TLE2	human	exp_pred
UTY	O14607	Q5JT82	UTY	KLF17	human	pred
UTY	O14607	Q9UJU2	UTY	LEF1	human	pred
UTY	O14607	Q13761	UTY	RUNX3	human	pred
UTY	O14607	O75840	UTY	KLF7	human	pred
UTY	O14607	Q9UNE7	UTY	STUB1	human	pred
UTY	O14607	P22090	UTY	RPS4Y1	human	pred
UTY	O14607	Q9Y261	UTY	FOXA2	human	pred
UTY	O14607	Q04724	UTY	TLE1	human	exp_pred
UTY	O14607	P49321	UTY	NASP	human	pred
UTY	O14607	O43896	UTY	KIF1C	human	exp
UTY	O14607	O15523	UTY	DDX3Y	human	pred
VCY	O14598	P05067	VCY	APP	human	exp
VCY1B	O14598	P05067	VCY	APP	human	exp
ZFY	P08048	Q99496	ZFY	RNF2	human	exp
ZFY	P08048	Q9BY66	ZFY	KDM5D	human	pred
ZFY	P08048	P00492	ZFY	HPRT1	human	pred
ZFY	P08048	Q96C00	ZFY	ZBTB9	human	exp
ZFY	P08048	P17010	ZFY	ZFX	human	exp
ZFY	P08048	P54284	ZFY	CACNB3	human	exp
ZFY	P08048	Q969R5	ZFY	L3MBTL2	human	exp
ZFY	P08048	Q96L73	ZFY	NSD1	human	exp
ZFY	P08048	Q99593	ZFY	TBX5	human	ortho
ZFY	P08048	P22090	ZFY	RPS4Y1	human	pred
ZFY	P08048	Q05066	ZFY	SRY	human	pred
ZFY	P08048	Q9BZA4	ZFY	-	human	pred
-	O14964	Q15276	HGS	RABEP1	human	pred
-	P26378	Q86U42	ELAVL4	PABPN1	human	pred
-	P09651	Q15717	HNRNPA1	ELAVL1	human	exp_pred
-	Q01081	Q86U06	U2AF1	RBM23	human	pred
-	O95758	P62258	PTBP3	YWHAE	human	ortho
-	O43318	P84022	MAP3K7	SMAD3	human	exp_ortho_pred
-	Q15287	Q9NZI8	RNPS1	IGF2BP1	human	pred
-	P98179	Q15287	RBM3	RNPS1	human	pred
-	P27348	P50991	YWHAQ	CCT4	human	exp_pred
-	O75496	Q06330	GMNN	RBPJ	human	pred
-	Q07955	Q8NDT2	SRSF1	RBM15B	human	pred
-	P12004	Q15717	PCNA	ELAVL1	human	pred
-	P49736	Q12873	MCM2	CHD3	human	exp
-	P00533	Q13233	EGFR	MAP3K1	human	pred
-	O43930	P31751	PRKY	AKT2	human	pred
-	P19338	Q86V81	NCL	ALYREF	human	exp
-	Q96RT6	Q9UDY6	CTAGE1	TRIM10	human	pred
-	O15530	O60674	PDPK1	JAK2	human	pred
-	P40227	Q96SW2	CCT6A	CRBN	human	exp
-	O95425	P02545	SVIL	LMNA	human	exp
-	Q00005	Q01105	PPP2R2B	SET	human	pred
-	O75554	O75554	WBP4	WBP4	human	exp
-	Q13547	Q9HCK8	HDAC1	CHD8	human	pred
-	Q15434	Q9BRL6	RBMS2	SRSF8	human	pred
-	Q13243	Q9H361	SRSF5	PABPC3	human	pred
-	P52756	Q6NXG1	RBM5	ESRP1	human	pred
-	O14979	Q9NW64	HNRNPDL	RBM22	human	pred
-	P54274	Q14966	TERF1	ZNF638	human	pred
-	P05067	Q9H0N5	APP	PCBD2	human	exp
-	Q99832	Q9Y2T4	CCT7	PPP2R2C	human	exp_pred
-	P11940	Q13243	PABPC1	SRSF5	human	pred
-	O60341	O75164	KDM1A	KDM4A	human	pred
-	Q96KB5	Q9H2X6	PBK	HIPK2	human	pred
-	P31751	Q8NDT2	AKT2	RBM15B	human	pred
-	P09651	Q9NZI8	HNRNPA1	IGF2BP1	human	exp_pred
-	O75494	Q9NTZ6	SRSF10	RBM12	human	pred
-	P52756	Q6XE24	RBM5	RBMS3	human	pred
-	Q08170	Q86U42	SRSF4	PABPN1	human	pred
-	Q12837	Q16288	POU4F2	NTRK3	human	pred
-	P38159	Q9UNP9	RBMX	PPIE	human	pred
-	P35080	P63261	PFN2	ACTG1	human	exp_pred
-	Q13242	Q8NDT2	SRSF9	RBM15B	human	pred
-	Q96J87	Q96LT9	CELF6	RNPC3	human	pred
-	O43390	Q9NTZ6	HNRNPR	RBM12	human	pred
-	P48634	Q9Y618	PRRC2A	NCOR2	human	pred
-	P40337	Q9Y618	VHL	NCOR2	human	pred
-	Q05707	Q13349	COL14A1	ITGAD	human	pred
-	P40227	P62258	CCT6A	YWHAE	human	pred
-	P63104	Q15796	YWHAZ	SMAD2	human	pred
-	P98179	Q13243	RBM3	SRSF5	human	pred
-	P05455	P05455	SSB	SSB	human	exp_ortho
-	P55286	Q9BZA7	CDH8	PCDH11X	human	pred
-	P31942	P52756	HNRNPH3	RBM5	human	pred
-	Q9BZK7	Q9NYJ8	TBL1XR1	TAB2	human	exp_pred
-	P05412	P62280	JUN	RPS11	human	exp_pred
-	P08047	P0CG48	SP1	UBC	human	exp
-	P23396	Q969H0	RPS3	FBXW7	human	ortho_pred
-	P28482	Q3ZCM7	MAPK1	TUBB8	human	pred
-	P14672	P15880	SLC2A4	RPS2	human	pred
-	Q16560	Q8WXF0	SNRNP35	SRSF12	human	pred
-	P61978	Q7Z6Z7	HNRNPK	HUWE1	human	exp
-	Q01081	Q8N6W0	U2AF1	CELF5	human	pred
-	P55283	Q9UJ99	CDH4	CDH22	human	pred
-	P07910	Q8IY67	HNRNPC	RAVER1	human	pred
-	P62266	Q00653	RPS23	NFKB2	human	pred
-	P35222	Q9BZK7	CTNNB1	TBL1XR1	human	exp
-	Q15742	Q9UPW6	NAB2	SATB2	human	pred
-	P52298	Q15414	NCBP2	-	human	pred
-	P15880	Q13148	RPS2	TARDBP	human	exp
-	P68104	Q15029	EEF1A1	EFTUD2	human	exp
-	Q12904	Q92905	AIMP1	COPS5	human	exp_pred
-	P62805	Q99558	HIST1H4A	MAP3K14	human	pred
-	P05556	P35222	ITGB1	CTNNB1	human	pred
