Query ID	Query UniProt	Partner UniProt	Query Symbol	Partner Symbol	Species	Evidence Type
KDM5D	Q9BY66	O75164	KDM5D	KDM4A	human	pred
KDM5D	Q9BY66	P21675	KDM5D	TAF1	human	pred
KDM5D	Q9BY66	Q01844	KDM5D	EWSR1	human	ortho
KDM5D	Q9BY66	Q2MKA7	KDM5D	RSPO1	human	pred
KDM5D	Q9BY66	Q96C00	KDM5D	ZBTB9	human	ortho
KDM5D	Q9BY66	Q9Y5R6	KDM5D	DMRT1	human	pred
KDM5D	Q9BY66	Q02040	KDM5D	AKAP17A	human	pred
KDM5D	Q9BY66	P10275	KDM5D	AR	human	exp
KDM5D	Q9BY66	P51689	KDM5D	ARSD	human	pred
KDM5D	Q9BY66	Q8IZU3	KDM5D	SYCP3	human	pred
KDM5D	Q9BY66	Q92764	KDM5D	KRT35	human	pred
KDM5D	Q9BY66	Q16695	KDM5D	HIST3H3	human	exp
KDM5D	Q9BY66	O15550	KDM5D	KDM6A	human	pred
KDM5D	Q9BY66	Q96BD5	KDM5D	PHF21A	human	pred
KDM5D	Q9BY66	Q9UNL4	KDM5D	ING4	human	pred
KDM5D	Q9BY66	Q06330	KDM5D	RBPJ	human	pred
KDM5D	Q9BY66	Q9Y462	KDM5D	ZNF711	human	pred
KDM5D	Q9BY66	O60341	KDM5D	KDM1A	human	pred
KDM5D	Q9BY66	P43366	KDM5D	MAGEB1	human	pred
KDM5D	Q9BY66	Q9BZA7	KDM5D	PCDH11X	human	pred
KDM5D	Q9BY66	Q9BYE7	KDM5D	PCGF6	human	exp
KDM5D	Q9BY66	Q92619	KDM5D	ARHGAP45	human	pred
KDM5D	Q9BY66	Q04726	KDM5D	TLE3	human	pred
KDM5D	Q9BY66	Q9Y5P8	KDM5D	PPP2R3B	human	pred
NLGN4Y	Q8NFZ3	P49643	NLGN4Y	PRIM2	human	exp
NLGN4Y	Q8NFZ3	P58400	NLGN4Y	NRXN1	human	pred
NLGN4Y	Q8NFZ3	P58401	NLGN4Y	NRXN2	human	pred
NLGN4Y	Q8NFZ3	P49642	NLGN4Y	PRIM1	human	exp
NLGN4Y	Q8NFZ3	Q9ULB1	NLGN4Y	NRXN1	human	pred
NLGN4Y	Q8NFZ3	Q9BY66	NLGN4Y	KDM5D	human	pred
NLGN4Y	Q8NFZ3	P22303	NLGN4Y	ACHE	human	pred
NLGN4Y	Q8NFZ3	Q9NZ94	NLGN4Y	NLGN3	human	exp
NLGN4Y	Q8NFZ3	Q9P2S2	NLGN4Y	NRXN2	human	pred
PCDH11Y	Q9BZA8	Q9BY67	PCDH11Y	CADM1	human	pred
PCDH11Y	Q9BZA8	Q9Y5F3	PCDH11Y	PCDHB1	human	pred
PCDH11Y	Q9BZA8	Q08554	PCDH11Y	DSC1	human	pred
PCDH11Y	Q9BZA8	Q08174	PCDH11Y	PCDH1	human	pred
PCDH11Y	Q9BZA8	Q05707	PCDH11Y	COL14A1	human	pred
PCDH11Y	Q9BZA8	Q9Y5H9	PCDH11Y	PCDHA2	human	pred
PCDH11Y	Q9BZA8	Q99217	PCDH11Y	AMELX	human	pred
PCDH11Y	Q9BZA8	P20701	PCDH11Y	ITGAL	human	pred
PCDH11Y	Q9BZA8	Q13449	PCDH11Y	LSAMP	human	pred
PCDH11Y	Q9BZA8	Q9UIB8	PCDH11Y	CD84	human	pred
PCDH11Y	Q9BZA8	Q9Y5I1	PCDH11Y	PCDHA11	human	pred
PCDH11Y	Q9BZA8	P13591	PCDH11Y	NCAM1	human	pred
PCDH11Y	Q9BZA8	O75309	PCDH11Y	CDH16	human	pred
PCDH11Y	Q9BZA8	Q9Y5E1	PCDH11Y	PCDHB9	human	pred
PCDH11Y	Q9BZA8	Q13349	PCDH11Y	ITGAD	human	pred
PCDH11Y	Q9BZA8	O94985	PCDH11Y	CLSTN1	human	pred
PCDH11Y	Q9BZA8	P55286	PCDH11Y	CDH8	human	pred
PCDH11Y	Q9BZA8	Q9Y6N7	PCDH11Y	ROBO1	human	pred
PCDH11Y	Q9BZA8	Q96TA0	PCDH11Y	PCDHB18P	human	pred
PCDH11Y	Q9BZA8	Q9Y5H5	PCDH11Y	PCDHA9	human	pred
PCDH11Y	Q9BZA8	P10586	PCDH11Y	PTPRF	human	pred
PCDH11Y	Q9BZA8	Q15223	PCDH11Y	NECTIN1	human	pred
PCDH11Y	Q9BZA8	P55290	PCDH11Y	CDH13	human	pred
PCDH11Y	Q9BZA8	P17010	PCDH11Y	ZFX	human	pred
PCDH11Y	Q9BZA8	O43699	PCDH11Y	SIGLEC6	human	pred
PCDH11Y	Q9BZA8	Q9Y5E2	PCDH11Y	PCDHB7	human	pred
PCDH11Y	Q9BZA8	Q96JP9	PCDH11Y	CDHR1	human	pred
PCDH11Y	Q9BZA8	P13688	PCDH11Y	CEACAM1	human	pred
PCDH11Y	Q9BZA8	Q9Y5H7	PCDH11Y	PCDHA5	human	pred
PCDH11Y	Q9BZA8	Q8IWV2	PCDH11Y	CNTN4	human	pred
PCDH11Y	Q9BZA8	Q9Y6N8	PCDH11Y	CDH10	human	pred
PCDH11Y	Q9BZA8	P51690	PCDH11Y	ARSE	human	pred
PCDH11Y	Q9BZA8	Q9Y5H1	PCDH11Y	PCDHGA2	human	pred
PCDH11Y	Q9BZA8	Q9Y5G0	PCDH11Y	PCDHGB5	human	pred
PCDH11Y	Q9BZA8	Q8TAB3	PCDH11Y	PCDH19	human	pred
PCDH11Y	Q9BZA8	O60245	PCDH11Y	PCDH7	human	pred
PCDH11Y	Q9BZA8	Q8N126	PCDH11Y	CADM3	human	pred
PCDH11Y	Q9BZA8	Q9BQT9	PCDH11Y	CLSTN3	human	pred
PCDH11Y	Q9BZA8	P55283	PCDH11Y	CDH4	human	pred
PCDH11Y	Q9BZA8	P05556	PCDH11Y	ITGB1	human	pred
PCDH11Y	Q9BZA8	Q9Y5H4	PCDH11Y	PCDHGA1	human	pred
PCDH11Y	Q9BZA8	Q9BZA7	PCDH11Y	PCDH11X	human	pred
PCDH11Y	Q9BZA8	O14917	PCDH11Y	PCDH17	human	pred
PCDH11Y	Q9BZA8	Q9H158	PCDH11Y	PCDHAC1	human	pred
PCDH11Y	Q9BZA8	Q9P2E7	PCDH11Y	PCDH10	human	pred
PCDH11Y	Q9BZA8	Q9Y5G3	PCDH11Y	PCDHGB1	human	pred
PCDH11Y	Q9BZA8	Q9UN73	PCDH11Y	PCDHA6	human	pred
PCDH11Y	Q9BZA8	Q9UJ99	PCDH11Y	CDH22	human	pred
PRY	O14603	Q9NYV7	PRY	TAS2R16	human	pred
PRY	O14603	P01567	PRY	IFNA7	human	pred
PRY	O14603	P05015	PRY	IFNA16	human	pred
PRY	O14603	Q16288	PRY	NTRK3	human	pred
PRY	O14603	P05014	PRY	IFNA4	human	pred
PRY	O14603	O95813	PRY	CER1	human	pred
PRY	O14603	P26436	PRY	ACRV1	human	pred
PRY	O14603	Q99726	PRY	SLC30A3	human	pred
PRY	O14603	Q9BYJ1	PRY	ALOXE3	human	pred
PRY	O14603	C9JL84	PRY	HHLA1	human	pred
PRY	O14603	P12034	PRY	FGF5	human	pred
PRY	O14603	P01570	PRY	IFNA14	human	pred
PRY	O14603	Q9Y5H4	PRY	PCDHGA1	human	pred
PRY	O14603	Q96RT6	PRY	CTAGE1	human	pred
PRY	O14603	Q9NR48	PRY	ASH1L	human	pred
PRY	O14603	P08263	PRY	GSTA1	human	pred
PRY	O14603	Q12923	PRY	PTPN13	human	pred
PRY	O14603	P01243	PRY	-	human	pred
PRY	O14603	Q99801	PRY	NKX3-1	human	pred
PRY	O14603	Q8TCN5	PRY	ZNF507	human	pred
PRY	O14603	O60404	PRY	OR10H3	human	pred
PRY	O14603	O75578	PRY	ITGA10	human	pred
PRY	O14603	P01571	PRY	IFNA17	human	pred
PRY	O14603	Q9UDY6	PRY	TRIM10	human	pred
PRY	O14603	P48052	PRY	CPA2	human	pred
PRY	O14603	Q12837	PRY	POU4F2	human	pred
PRY2	O14603	Q9NYV7	PRY	TAS2R16	human	pred
PRY2	O14603	P01567	PRY	IFNA7	human	pred
PRY2	O14603	P05015	PRY	IFNA16	human	pred
PRY2	O14603	Q16288	PRY	NTRK3	human	pred
PRY2	O14603	P05014	PRY	IFNA4	human	pred
PRY2	O14603	O95813	PRY	CER1	human	pred
PRY2	O14603	P26436	PRY	ACRV1	human	pred
PRY2	O14603	Q99726	PRY	SLC30A3	human	pred
PRY2	O14603	Q9BYJ1	PRY	ALOXE3	human	pred
PRY2	O14603	C9JL84	PRY	HHLA1	human	pred
PRY2	O14603	P12034	PRY	FGF5	human	pred
PRY2	O14603	P01570	PRY	IFNA14	human	pred
PRY2	O14603	Q9Y5H4	PRY	PCDHGA1	human	pred
PRY2	O14603	Q96RT6	PRY	CTAGE1	human	pred
PRY2	O14603	Q9NR48	PRY	ASH1L	human	pred
PRY2	O14603	P08263	PRY	GSTA1	human	pred
PRY2	O14603	Q12923	PRY	PTPN13	human	pred
PRY2	O14603	P01243	PRY	-	human	pred
PRY2	O14603	Q99801	PRY	NKX3-1	human	pred
PRY2	O14603	Q8TCN5	PRY	ZNF507	human	pred
PRY2	O14603	O60404	PRY	OR10H3	human	pred
PRY2	O14603	O75578	PRY	ITGA10	human	pred
PRY2	O14603	P01571	PRY	IFNA17	human	pred
PRY2	O14603	Q9UDY6	PRY	TRIM10	human	pred
PRY2	O14603	P48052	PRY	CPA2	human	pred
PRY2	O14603	Q12837	PRY	POU4F2	human	pred
RBMY1A1	P0DJD3	Q9NZI8	RBMY1A1	IGF2BP1	human	exp
RBMY1A1	P0DJD3	P49761	RBMY1A1	CLK3	human	exp
RBMY1A1	P0DJD3	Q14011	RBMY1A1	CIRBP	human	exp
RBMY1A1	P0DJD3	P54274	RBMY1A1	TERF1	human	exp
RBMY1A1	P0DJD3	Q96PQ6	RBMY1A1	ZNF317	human	exp
RBMY1A1	P0DJD3	Q13242	RBMY1A1	SRSF9	human	exp
RBMY1A1	P0DJD3	P98179	RBMY1A1	RBM3	human	exp
RBMY1A1	P0DJD3	P0DJD4	RBMY1A1	RBMY1C	human	exp
RBMY1A1	P0DJD3	P62995	RBMY1A1	TRA2B	human	exp
RBMY1A1	P0DJD3	Q14781	RBMY1A1	CBX2	human	exp
RBMY1A1	P0DJD3	Q8WWY3	RBMY1A1	PRPF31	human	exp
RBMY1A1	P0DJD3	P61978	RBMY1A1	HNRNPK	human	exp
RBMY1A1	P0DJD3	Q86T65	RBMY1A1	DAAM2	human	exp
RBMY1A1	P0DJD3	P62258	RBMY1A1	YWHAE	human	exp
RBMY1A1	P0DJD3	P79522	RBMY1A1	PRR3	human	exp
RBMY1A1	P0DJD3	Q9NRW3	RBMY1A1	APOBEC3C	human	exp
RBMY1A1	P0DJD3	Q8TBB1	RBMY1A1	LNX1	human	exp
RBMY1A1	P0DJD3	Q9Y5E9	RBMY1A1	PCDHB14	human	exp
RBMY1A1	P0DJD3	P0DJD3	RBMY1A1	RBMY1A1	human	exp
RBMY1A1	P0DJD3	P84103	RBMY1A1	SRSF3	human	exp
RBMY1A1	P0DJD3	O75525	RBMY1A1	KHDRBS3	human	exp
RBMY1A1	P0DJD3	Q8WTP8	RBMY1A1	AEN	human	exp
RBMY1A1	P0DJD3	P38159	RBMY1A1	RBMX	human	exp
RBMY1B	A6NDE4	Q16560	RBMY1B	SNRNP35	human	pred
RBMY1B	A6NDE4	P11940	RBMY1B	PABPC1	human	pred
RBMY1B	A6NDE4	O95319	RBMY1B	CELF2	human	pred
RBMY1B	A6NDE4	Q9Y5S9	RBMY1B	RBM8A	human	pred
RBMY1B	A6NDE4	Q86U06	RBMY1B	RBM23	human	pred
RBMY1B	A6NDE4	Q9H361	RBMY1B	PABPC3	human	pred
RBMY1B	A6NDE4	Q6NXG1	RBMY1B	ESRP1	human	pred
RBMY1B	A6NDE4	Q14498	RBMY1B	RBM39	human	pred
RBMY1B	A6NDE4	Q93062	RBMY1B	RBPMS	human	pred
RBMY1B	A6NDE4	P14866	RBMY1B	HNRNPL	human	pred
RBMY1B	A6NDE4	P31943	RBMY1B	HNRNPH1	human	pred
RBMY1B	A6NDE4	Q09161	RBMY1B	NCBP1	human	pred
RBMY1B	A6NDE4	Q96I25	RBMY1B	RBM17	human	pred
RBMY1B	A6NDE4	P98175	RBMY1B	RBM10	human	pred
RBMY1B	A6NDE4	O43719	RBMY1B	HTATSF1	human	pred
RBMY1B	A6NDE4	P62995	RBMY1B	TRA2B	human	pred
RBMY1B	A6NDE4	P26378	RBMY1B	ELAVL4	human	pred
RBMY1B	A6NDE4	P0C7P1	RBMY1B	RBMY1D	human	pred
RBMY1B	A6NDE4	O95758	RBMY1B	PTBP3	human	pred
RBMY1B	A6NDE4	P51991	RBMY1B	HNRNPA3	human	pred
RBMY1B	A6NDE4	Q9H0Z9	RBMY1B	RBM38	human	pred
RBMY1B	A6NDE4	Q13148	RBMY1B	TARDBP	human	pred
RBMY1B	A6NDE4	Q96EP5	RBMY1B	DAZAP1	human	pred
RBMY1B	A6NDE4	P07910	RBMY1B	HNRNPC	human	pred
RBMY1B	A6NDE4	Q92904	RBMY1B	DAZL	human	pred
RBMY1B	A6NDE4	P52298	RBMY1B	NCBP2	human	pred
RBMY1B	A6NDE4	A6NEQ0	RBMY1B	RBMY1E	human	pred
RBMY1B	A6NDE4	Q96J87	RBMY1B	CELF6	human	pred
RBMY1B	A6NDE4	P0C7M2	RBMY1B	-	human	pred
RBMY1B	A6NDE4	Q9UHX1	RBMY1B	PUF60	human	pred
RBMY1B	A6NDE4	Q13310	RBMY1B	PABPC4	human	pred
RBMY1B	A6NDE4	P35637	RBMY1B	FUS	human	pred
RBMY1B	A6NDE4	Q13243	RBMY1B	SRSF5	human	pred
RBMY1B	A6NDE4	Q15696	RBMY1B	ZRSR2	human	pred
RBMY1B	A6NDE4	A6NFN3	RBMY1B	RBFOX3	human	pred
RBMY1B	A6NDE4	Q92879	RBMY1B	CELF1	human	pred
RBMY1B	A6NDE4	Q8WXA9	RBMY1B	SREK1	human	pred
RBMY1B	A6NDE4	Q8N9W6	RBMY1B	BOLL	human	pred
RBMY1B	A6NDE4	P09012	RBMY1B	SNRPA	human	pred
RBMY1B	A6NDE4	Q8WVV9	RBMY1B	HNRNPLL	human	pred
RBMY1B	A6NDE4	Q16629	RBMY1B	SRSF7	human	pred
RBMY1B	A6NDE4	O15042	RBMY1B	U2SURP	human	pred
RBMY1B	A6NDE4	Q9H0L4	RBMY1B	CSTF2T	human	pred
RBMY1B	A6NDE4	Q32P51	RBMY1B	HNRNPA1L2	human	pred
RBMY1B	A6NDE4	Q14289	RBMY1B	PTK2B	human	pred
RBMY1B	A6NDE4	Q8IXT5	RBMY1B	RBM12B	human	pred
RBMY1B	A6NDE4	O43251	RBMY1B	RBFOX2	human	pred
RBMY1B	A6NDE4	P26599	RBMY1B	PTBP1	human	pred
RBMY1B	A6NDE4	Q9H6T0	RBMY1B	ESRP2	human	pred
RBMY1B	A6NDE4	P38159	RBMY1B	RBMX	human	pred
RBMY1B	A6NDE4	Q14103	RBMY1B	HNRNPD	human	pred
RBMY1B	A6NDE4	Q9BZB8	RBMY1B	CPEB1	human	pred
RBMY1B	A6NDE4	Q15427	RBMY1B	SF3B4	human	pred
RBMY1B	A6NDE4	P29558	RBMY1B	RBMS1	human	pred
RBMY1B	A6NDE4	P22626	RBMY1B	HNRNPA2B1	human	pred
RBMY1B	A6NDE4	Q9UKM9	RBMY1B	RALY	human	pred
RBMY1B	A6NDE4	P31942	RBMY1B	HNRNPH3	human	pred
RBMY1B	A6NDE4	O60506	RBMY1B	SYNCRIP	human	pred
RBMY1B	A6NDE4	Q9H6E5	RBMY1B	TUT1	human	pred
RBMY1B	A6NDE4	O14979	RBMY1B	HNRNPDL	human	pred
RBMY1B	A6NDE4	Q5SZQ8	RBMY1B	CELF3	human	pred
RBMY1B	A6NDE4	Q9BRL6	RBMY1B	SRSF8	human	pred
RBMY1B	A6NDE4	P26368	RBMY1B	U2AF2	human	pred
RBMY1B	A6NDE4	Q08170	RBMY1B	SRSF4	human	pred
RBMY1B	A6NDE4	P52272	RBMY1B	HNRNPM	human	pred
RBMY1B	A6NDE4	Q9Y3B4	RBMY1B	SF3B6	human	pred
RBMY1B	A6NDE4	Q8NDT2	RBMY1B	RBM15B	human	pred
RBMY1B	A6NDE4	Q9NZI8	RBMY1B	IGF2BP1	human	pred
RBMY1B	A6NDE4	Q9UKA9	RBMY1B	PTBP2	human	pred
RBMY1B	A6NDE4	P09651	RBMY1B	HNRNPA1	human	pred
RBMY1B	A6NDE4	P19338	RBMY1B	NCL	human	pred
RBMY1B	A6NDE4	Q9UPN6	RBMY1B	SCAF8	human	pred
RBMY1B	A6NDE4	Q96T37	RBMY1B	RBM15	human	pred
RBMY1B	A6NDE4	P52756	RBMY1B	RBM5	human	pred
RBMY1B	A6NDE4	Q9NW64	RBMY1B	RBM22	human	pred
RBMY1B	A6NDE4	Q9Y388	RBMY1B	RBMX2	human	pred
RBMY1B	A6NDE4	Q9UNP9	RBMY1B	PPIE	human	pred
RBMY1B	A6NDE4	P43243	RBMY1B	MATR3	human	pred
RBMY1B	A6NDE4	Q13595	RBMY1B	TRA2A	human	pred
RBMY1B	A6NDE4	Q15434	RBMY1B	RBMS2	human	pred
RBMY1B	A6NDE4	Q9HCJ3	RBMY1B	RAVER2	human	pred
RBMY1B	A6NDE4	P98179	RBMY1B	RBM3	human	pred
RBMY1B	A6NDE4	Q13117	RBMY1B	DAZ2	human	pred
RBMY1B	A6NDE4	Q9NTZ6	RBMY1B	RBM12	human	pred
RBMY1B	A6NDE4	Q12849	RBMY1B	GRSF1	human	pred
RBMY1B	A6NDE4	Q13151	RBMY1B	HNRNPA0	human	pred
RBMY1B	A6NDE4	Q9HAU5	RBMY1B	UPF2	human	pred
RBMY1B	A6NDE4	Q15233	RBMY1B	NONO	human	pred
RBMY1B	A6NDE4	Q15287	RBMY1B	RNPS1	human	pred
RBMY1B	A6NDE4	O43390	RBMY1B	HNRNPR	human	pred
RBMY1B	A6NDE4	Q9HCG8	RBMY1B	CWC22	human	pred
RBMY1B	A6NDE4	Q9NQ94	RBMY1B	A1CF	human	pred
RBMY1B	A6NDE4	Q86SG3	RBMY1B	DAZ4	human	pred
RBMY1B	A6NDE4	Q14966	RBMY1B	ZNF638	human	pred
RBMY1B	A6NDE4	Q86V81	RBMY1B	ALYREF	human	pred
RBMY1B	A6NDE4	Q13242	RBMY1B	SRSF9	human	pred
RBMY1B	A6NDE4	Q9NR90	RBMY1B	DAZ3	human	pred
RBMY1B	A6NDE4	Q9BX46	RBMY1B	RBM24	human	pred
RBMY1B	A6NDE4	Q9BQ04	RBMY1B	RBM4B	human	pred
RBMY1B	A6NDE4	Q96LT9	RBMY1B	RNPC3	human	pred
RBMY1B	A6NDE4	Q15415	RBMY1B	RBMY1F	human	pred
RBMY1B	A6NDE4	Q86U42	RBMY1B	PABPN1	human	pred
RBMY1B	A6NDE4	Q96BT7	RBMY1B	ALKBH8	human	pred
RBMY1B	A6NDE4	Q8IYX4	RBMY1B	DND1	human	pred
RBMY1B	A6NDE4	P05455	RBMY1B	SSB	human	pred
RBMY1B	A6NDE4	Q01081	RBMY1B	U2AF1	human	pred
RBMY1B	A6NDE4	Q6XE24	RBMY1B	RBMS3	human	pred
RBMY1B	A6NDE4	Q8TBF4	RBMY1B	ZCRB1	human	pred
RBMY1B	A6NDE4	Q9NWB1	RBMY1B	RBFOX1	human	pred
RBMY1B	A6NDE4	Q96H35	RBMY1B	RBM18	human	pred
RBMY1B	A6NDE4	Q9BZC1	RBMY1B	CELF4	human	pred
RBMY1B	A6NDE4	Q13247	RBMY1B	SRSF6	human	pred
RBMY1B	A6NDE4	Q4G0J3	RBMY1B	LARP7	human	pred
RBMY1B	A6NDE4	O75526	RBMY1B	RBMXL2	human	pred
RBMY1B	A6NDE4	Q14011	RBMY1B	CIRBP	human	pred
RBMY1B	A6NDE4	Q15414	RBMY1B	-	human	pred
RBMY1B	A6NDE4	Q8N6W0	RBMY1B	CELF5	human	pred
RBMY1B	A6NDE4	Q15717	RBMY1B	ELAVL1	human	pred
RBMY1B	A6NDE4	P33240	RBMY1B	CSTF2	human	pred
RBMY1B	A6NDE4	Q9BWF3	RBMY1B	RBM4	human	pred
RBMY1B	A6NDE4	P55795	RBMY1B	HNRNPH2	human	pred
RBMY1B	A6NDE4	P52597	RBMY1B	HNRNPF	human	pred
RBMY1B	A6NDE4	P08579	RBMY1B	SNRPB2	human	pred
RBMY1B	A6NDE4	O75494	RBMY1B	SRSF10	human	pred
RBMY1B	A6NDE4	Q07955	RBMY1B	SRSF1	human	pred
RBMY1B	A6NDE4	P23246	RBMY1B	SFPQ	human	pred
RBMY1B	A6NDE4	Q15020	RBMY1B	SART3	human	pred
RBMY1B	A6NDE4	Q01130	RBMY1B	SRSF2	human	pred
RBMY1B	A6NDE4	Q8WXF0	RBMY1B	SRSF12	human	pred
RBMY1D	P0C7P1	Q8N6W0	RBMY1D	CELF5	human	pred
RBMY1D	P0C7P1	Q07955	RBMY1D	SRSF1	human	pred
RBMY1D	P0C7P1	O14979	RBMY1D	HNRNPDL	human	pred
RBMY1D	P0C7P1	Q9Y5S9	RBMY1D	RBM8A	human	pred
RBMY1D	P0C7P1	P33240	RBMY1D	CSTF2	human	pred
RBMY1D	P0C7P1	P26599	RBMY1D	PTBP1	human	pred
RBMY1D	P0C7P1	Q9NQ94	RBMY1D	A1CF	human	pred
RBMY1D	P0C7P1	Q09161	RBMY1D	NCBP1	human	pred
RBMY1D	P0C7P1	P55795	RBMY1D	HNRNPH2	human	pred
RBMY1D	P0C7P1	P29558	RBMY1D	RBMS1	human	pred
RBMY1D	P0C7P1	Q15434	RBMY1D	RBMS2	human	pred
RBMY1D	P0C7P1	P52272	RBMY1D	HNRNPM	human	pred
RBMY1D	P0C7P1	Q5SZQ8	RBMY1D	CELF3	human	pred
RBMY1D	P0C7P1	Q13148	RBMY1D	TARDBP	human	pred
RBMY1D	P0C7P1	Q13242	RBMY1D	SRSF9	human	pred
RBMY1D	P0C7P1	P11940	RBMY1D	PABPC1	human	pred
RBMY1D	P0C7P1	Q01130	RBMY1D	SRSF2	human	pred
RBMY1D	P0C7P1	P52597	RBMY1D	HNRNPF	human	pred
RBMY1D	P0C7P1	P52298	RBMY1D	NCBP2	human	pred
RBMY1D	P0C7P1	O95319	RBMY1D	CELF2	human	pred
RBMY1D	P0C7P1	O75526	RBMY1D	RBMXL2	human	pred
RBMY1D	P0C7P1	O75494	RBMY1D	SRSF10	human	pred
RBMY1D	P0C7P1	Q96I25	RBMY1D	RBM17	human	pred
RBMY1D	P0C7P1	P09012	RBMY1D	SNRPA	human	pred
RBMY1D	P0C7P1	Q86U06	RBMY1D	RBM23	human	pred
RBMY1D	P0C7P1	Q93062	RBMY1D	RBPMS	human	pred
RBMY1D	P0C7P1	Q13151	RBMY1D	HNRNPA0	human	pred
RBMY1D	P0C7P1	P62995	RBMY1D	TRA2B	human	pred
RBMY1D	P0C7P1	Q9BRL6	RBMY1D	SRSF8	human	pred
RBMY1D	P0C7P1	Q9H0L4	RBMY1D	CSTF2T	human	pred
RBMY1D	P0C7P1	P23246	RBMY1D	SFPQ	human	pred
RBMY1D	P0C7P1	P31943	RBMY1D	HNRNPH1	human	pred
RBMY1D	P0C7P1	Q13243	RBMY1D	SRSF5	human	pred
RBMY1D	P0C7P1	Q9UKA9	RBMY1D	PTBP2	human	pred
RBMY1D	P0C7P1	Q15233	RBMY1D	NONO	human	pred
RBMY1D	P0C7P1	Q16629	RBMY1D	SRSF7	human	pred
RBMY1D	P0C7P1	Q92879	RBMY1D	CELF1	human	pred
RBMY1D	P0C7P1	Q9HCJ3	RBMY1D	RAVER2	human	pred
RBMY1D	P0C7P1	P98175	RBMY1D	RBM10	human	pred
RBMY1D	P0C7P1	Q8WVV9	RBMY1D	HNRNPLL	human	pred
RBMY1D	P0C7P1	P22626	RBMY1D	HNRNPA2B1	human	pred
RBMY1D	P0C7P1	Q08170	RBMY1D	SRSF4	human	pred
RBMY1D	P0C7P1	Q96LT9	RBMY1D	RNPC3	human	pred
RBMY1D	P0C7P1	Q9Y3B4	RBMY1D	SF3B6	human	pred
RBMY1D	P0C7P1	O95758	RBMY1D	PTBP3	human	pred
RBMY1D	P0C7P1	Q9BQ04	RBMY1D	RBM4B	human	pred
RBMY1D	P0C7P1	P51991	RBMY1D	HNRNPA3	human	pred
RBMY1D	P0C7P1	Q9Y388	RBMY1D	RBMX2	human	pred
RBMY1D	P0C7P1	O43251	RBMY1D	RBFOX2	human	pred
RBMY1D	P0C7P1	Q15696	RBMY1D	ZRSR2	human	pred
RBMY1D	P0C7P1	Q8IXT5	RBMY1D	RBM12B	human	pred
RBMY1D	P0C7P1	Q15287	RBMY1D	RNPS1	human	pred
RBMY1D	P0C7P1	Q8WXA9	RBMY1D	SREK1	human	pred
RBMY1D	P0C7P1	Q9UPN6	RBMY1D	SCAF8	human	pred
RBMY1D	P0C7P1	Q15415	RBMY1D	RBMY1F	human	pred
RBMY1D	P0C7P1	Q15020	RBMY1D	SART3	human	pred
RBMY1D	P0C7P1	Q9H6T0	RBMY1D	ESRP2	human	pred
RBMY1D	P0C7P1	P26378	RBMY1D	ELAVL4	human	pred
RBMY1D	P0C7P1	Q86U42	RBMY1D	PABPN1	human	pred
RBMY1D	P0C7P1	Q9UHX1	RBMY1D	PUF60	human	pred
RBMY1D	P0C7P1	Q13247	RBMY1D	SRSF6	human	pred
RBMY1D	P0C7P1	P05455	RBMY1D	SSB	human	pred
RBMY1D	P0C7P1	Q8NDT2	RBMY1D	RBM15B	human	pred
RBMY1D	P0C7P1	Q9BWF3	RBMY1D	RBM4	human	pred
RBMY1D	P0C7P1	Q9HAU5	RBMY1D	UPF2	human	pred
RBMY1D	P0C7P1	A6NFN3	RBMY1D	RBFOX3	human	pred
RBMY1D	P0C7P1	Q86V81	RBMY1D	ALYREF	human	pred
RBMY1D	P0C7P1	P43243	RBMY1D	MATR3	human	pred
RBMY1D	P0C7P1	Q13595	RBMY1D	TRA2A	human	pred
RBMY1D	P0C7P1	Q96J87	RBMY1D	CELF6	human	pred
RBMY1D	P0C7P1	P98179	RBMY1D	RBM3	human	pred
RBMY1D	P0C7P1	P08579	RBMY1D	SNRPB2	human	pred
RBMY1D	P0C7P1	Q9UNP9	RBMY1D	PPIE	human	pred
RBMY1D	P0C7P1	Q13310	RBMY1D	PABPC4	human	pred
RBMY1D	P0C7P1	Q14011	RBMY1D	CIRBP	human	pred
RBMY1D	P0C7P1	Q96BT7	RBMY1D	ALKBH8	human	pred
RBMY1D	P0C7P1	Q9NZI8	RBMY1D	IGF2BP1	human	pred
RBMY1D	P0C7P1	P26368	RBMY1D	U2AF2	human	pred
RBMY1D	P0C7P1	Q6NXG1	RBMY1D	ESRP1	human	pred
RBMY1D	P0C7P1	Q14103	RBMY1D	HNRNPD	human	pred
RBMY1D	P0C7P1	Q12849	RBMY1D	GRSF1	human	pred
RBMY1D	P0C7P1	Q32P51	RBMY1D	HNRNPA1L2	human	pred
RBMY1D	P0C7P1	Q6XE24	RBMY1D	RBMS3	human	pred
RBMY1D	P0C7P1	Q9NWB1	RBMY1D	RBFOX1	human	pred
RBMY1D	P0C7P1	Q9HCG8	RBMY1D	CWC22	human	pred
RBMY1D	P0C7P1	O15042	RBMY1D	U2SURP	human	pred
RBMY1D	P0C7P1	Q9UKM9	RBMY1D	RALY	human	pred
RBMY1D	P0C7P1	Q9NW64	RBMY1D	RBM22	human	pred
RBMY1D	P0C7P1	Q14966	RBMY1D	ZNF638	human	pred
RBMY1D	P0C7P1	Q9BX46	RBMY1D	RBM24	human	pred
