Query Symbol	Partner Symbol
GMNN	EWSR1
MCM2	HNRNPK
AR	RNF2
NEDD4	NEDD4
TRA2B	SRPK2
HIST1H4A	CUL3
CLK3	SRPK2
TRA2B	YWHAZ
APP	SMAD3
RBMX	TRA2B
ATXN1	YWHAE
YWHAQ	SHC1
WDR5	HIST1H4A
NCOR1	GPS2
EP300	HIST3H3
SRSF3	RNF2
DNAJB1	CUL3
CALM3	CSNK2A1
CCT5	CRBN
CCT5	CRY2
KHDRBS3	LNX1
ESR1	ESR1
CSNK2A1	WWOX
CALM3	YWHAE
CCT4	YWHAZ
CCT5	L3MBTL2
HIST3H3	RNF2
AR	VHL
YWHAQ	HIST1H4A
UBC	TAB1
HUWE1	CCT7
FOXK2	AHCYL2
PPM1A	CYLD
EEF1A2	LRRK2
APP	CSNK2A1
DAZL	DAZL
CCT3	ZNF746
SRC	NEDD4
VHL	TUBA4A
YWHAQ	MCM2
AR	TBL1XR1
TERF2IP	TERF2IP
CUL4A	CUL4A
HNRNPF	HNRNPF
QKI	IGF2BP1
FOXA1	NCOA6
EGFR	PRIM1
MCM2	CSNK2A1
CCT5	CCT2
HDAC3	SRC
WDR5	NCOA6
CD81	CD81
CCT6A	PCGF6
EWSR1	SIRT1
EWSR1	EP300
VHL	PIN1
HGS	NEDD4
YWHAE	HIST1H4A
SRSF3	CYLD
AR	SMARCB1
GPS2	PBK
APP	EIF1AX
MAP3K7	TAB1
APP	SMARCB1
APP	RNF2
ACTA1	CCT2
CUL4A	IGF2BP1
RBM10	CYLD
ESR1	SHC1
AHCYL1	POC1A
TAB1	TAB1
CCT4	ZNF746
UBXN7	CUL4A
ESR1	SMAD2
SUZ12	RNF2
SP1	SP1
EP300	HIST2H2BE
CHD3	NAB2
UBXN7	UBXN7
EGFR	TCP1
UBC	CYLD
CSNK2A1	PCGF6
HIST3H3	PCGF6
CCT3	FBXO6
PRPS1	PRPS1
ICAM1	SRSF3
HGS	SMAD2
HDAC3	NCOR1
EGFR	RBM10
MAPT	LRRK2
HIST2H2AC	RNF2
CLK3	TRA2B
PRPS1	YWHAE
SP1	RAD51
MCM2	CCT6B
APP	EIF5
HNRNPK	PCDHB14
ACTG1	ACTG1
RBPMS	RBFOX1
TBL1X	HUWE1
JAK2	SRC
TCP1	MCM2
PIN1	SMAD2
CALM3	YWHAQ
L3MBTL2	PCGF6
CCT4	CCT7
NCOR1	YWHAE
CCT5	HUWE1
NDUFS1	FBXO6
L3MBTL2	RNF2
PIN1	NAB2
HDAC3	TBL1X
QRICH1	QRICH1
CLK3	KPNB1
CCT6A	CYLD
HGS	SMAD3
CD81	IGSF8
EP300	MTF1
EGFR	CBX2
CSNK2A1	PIN1
HDAC3	PIN1
CUL3	TUBA3C
CCT5	MCM2
ESR1	AKT2
ICAM1	TUBA4A
RBMX	HNRNPK
NAB2	NAB2
EEF1A1	SMAD2
CD81	EEF1A2
UBC	UBC
HIST2H2AC	HIST2H2BE
SMAD3	NCOA6
APP	PIN1
ACTA1	LRRK2
CLK1	SRPK2
FOXA1	CHD3
SRSF3	CUL3
RBMX	PRPF31
TBL1X	DNAJB4
EWSR1	SUZ12
HNRNPK	FBXO6
EP300	GPS2
PUM2	DAZL
CUL3	CCT7
UBC	HIST2H2AC
VHL	HNRNPK
APP	QKI
SRC	NCOA6
PIN1	MAP1S
TCP1	HUWE1
ATXN1	CIRBP
TCP1	L3MBTL2
PDCD4	IGSF8
EWSR1	DAZAP1
SRPK2	SRPK2
CSNK2A1	RBM10
UBC	WDR5
VHL	RBPMS
HDAC3	L3MBTL2
HIST1H4A	RNF2
HIST1H4A	SIRT1
TERF1	SMAD2
AR	EP300
PCBD2	PCBD2
PRPF31	CYLD
YWHAZ	ACTG1
CCT2	CUL3
VHL	HIST1H4A
DPYSL2	DPYSL5
HIST1H4A	TBL1XR1
MAP3K7	TUBA3C
PRIM2	YWHAZ
HIST3H3	NSD1
CCT3	ESR2
YWHAE	RABEP1
EGFR	ESR1
HIST1H4A	YWHAZ
HNRNPK	IGSF8
NCOA6	NCOA6
SRSF9	RNF2
PRPS1	TUBA4A
CIRBP	RNF2
CLK1	TRA2B
YWHAE	LRRK2
TBL1X	HIST1H4A
HUWE1	FBXO6
HUWE1	WWOX
FBXO6	IGF2BP1
ATXN1	YWHAZ
PCNA	MCM2
FOXK2	TBL1XR1
AHCYL1	CSNK1E
EGFR	CALM3
POTEF	CSNK1E
ATXN1	ATXN1
NDUFS1	HSCB
EEF1A2	CYLD
CCT3	RNF2
HNRNPK	EEF1A1
WDR5	CHD8
BANP	BANP
HGS	HGS
UBC	LRRK2
CALM3	CYLD
PRDX2	NLGN3
HNRNPK	SMAD3
HS2ST1	HSCB
RBM47	RNF2
RAD51	TERF2IP
YWHAE	CUL3
MCM2	TAB2
YWHAE	CYLD
RABEP1	DZIP3
SRSF3	SUZ12
SRC	HNRNPK
APP	WDR5
EGFR	APP
UBC	SMAD3
HNF4A	NCOA6
MAPT	PIN1
CCT5	CSNK2A1
MCM2	DYNLL1
ACTG1	LRRK2
CHD3	RNF2
TUBA4A	CUL3
HGS	DAZAP2
KHDRBS3	KHDRBS3
ATXN1	ANKHD1
WDR5	EP300
CHD4	SUZ12
SP1	SHC1
PRPF31	ARIH1
CIRBP	LNX1
PCNA	EWSR1
YWHAZ	DNAJB4
UBC	PCNA
KIF1C	YWHAQ
APP	QRICH1
TLE1	SIRT1
CCT6A	CCT3
MAPT	SIRT1
HDAC3	EWSR1
TLE1	TLE2
HNRNPK	PRR3
CSNK2A1	SIRT1
WBP4	HNRNPK
CCT4	IGSF8
DAZAP2	RBPMS
EWSR1	CUL4A
CCT3	CYLD
SRC	LNX1
MCM2	KPNB1
CLK3	TERF1
CSNK2A1	CIRBP
EGFR	AR
TLE1	DAZAP2
HUWE1	HUWE1
CUL3	CIRBP
EWSR1	NCOA6
APP	VHL
AR	AR
HIST1H4A	NCOR2
ESR1	EIF5A
ICAM1	CCT3
SP1	AR
APP	SRSF9
EGFR	NDUFS1
ZNF746	PRPF31
MCM2	HNRNPF
EIF5B	FOXK2
CUL3	PRPF31
UBC	NEDD4
MAPT	EP300
CLK1	SRSF3
HDAC3	CCT3
PCNA	RAD51
APP	PRDX2
HTR7	EEF1A1
HNRNPK	ZNF385C
CSNK1E	WDR5
WDR5	CYLD
CUL3	DAZAP1
SRSF3	SRSF9
UBC	CSNK2A1
APP	EP300
SRSF3	HUWE1
HNRNPK	CUL3
SP1	CSNK2A1
HDAC3	TBL1XR1
CCT6A	WDR5
JAK2	CALM3
NCOA6	SMAD2
CCT5	FBXO6
DNAJB1	POT1
HIST2H2BE	DZIP3
GPS2	RBPMS
VHL	CUL3
TBL1X	TERF1
SIRT1	SIRT1
MCM2	TERF2IP
AR	HNF4A
TERF1	POT1
HGS	UBC
TLE2	NUDC
DAZAP2	RBFOX1
VHL	CCT4
PMS1	PMS1
CRY2	HUWE1
CCT3	SUZ12
EGFR	TRA2B
cDNA FLJ58101, highly similar to F-box/LRR-repeat protein 18	NEDD4
EGFR	AKT2
E2F7	CYLD
APP	SHC1
FOXA1	CIRBP
ESR1	HNRNPK
CCT6A	VHL
TCP1	CCT3
HNRNPF	RBFOX1
SHC1	YWHAZ
HIST1H4A	HIST2H2BE
CCT5	CCT7
ESR1	CALM3
PCNA	EEF1A1
EGFR	TAB1
TUBA3C	TUBA3C
EIF5A	EWSR1
YWHAZ	CCT7
MCM2	TAB1
CCNB2	CIRBP
HNRNPF	DZIP3
EP300	NCOA6
EGFR	KPNB1
POT1	POT1
AIF1	ACTA1
HNRNPK	PIN1
SP1	EP300
ZNF385C	BOLL
CCT7	CYLD
NCOR1	HSCB
SRSF3	CRBN
MCM2	ESR2
IGSF8	IGSF8
CSNK2A1	CSNK2A1
APBB1	HNRNPK
CCT3	YWHAZ
HTR7	HIST1H4A
TBL1X	FOXK2
FOXA1	WDR5
CCT5	CYLD
KPNB1	KPNB1
CCT3	POC1A
POT1	NUDC
CCT6A	CCT7
HIST1H4A	TERF2IP
UBE3A	RNF2
CCT4	HUWE1
ZBTB9	ZBTB9
EEF1A2	TAB2
APP	MAPT
EP300	CHD4
APP	MCM2
TBL1X	NCOR1
SHC1	CCT2
RPAP1	POT1
HNRNPK	CYLD
ESR1	SUZ12
VHL	NUDC
WDR5	MBIP
EWSR1	CUL3
CLK1	CUL3
MCM2	HIST1H4A
TCP1	YWHAQ
UBC	CCT7
VHL	CCT3
MCM2	EP300
HIST2H2BE	HIST2H2BE
AR	NSD1
SRSF3	ZNF746
DZIP3	DZIP3
HIST1H4A	L3MBTL2
CCT4	RBM3
CLK3	AHCYL2
CHD3	CHD4
NCOR1	ESR1
FOXA1	FOXA1
CCT3	CUL3
APOBEC3C	APOBEC3C
EIF5	HUWE1
MAP3K7	ZNF746
SRSF3	CUL4A
SHBG	UBE3A
CSNK2A1	CHD3
UBC	CCT6A
PBK	PBK
CCT6A	CCT4
SMARCB1	SMARCB1
FOXA1	TLE1
CCT4	CYLD
HIST1H4A	CBX2
PDCD4	LRRK2
HNF4A	NCOR2
ACTG1	SUZ12
EGFR	EGFR
NCOA6	ESR2
HDAC3	CCT6A
EWSR1	QKI
ICAM1	HIST3H3
YWHAZ	CUL3
WDR5	CUL3
SRSF3	IGSF8
EGFR	HUWE1
HNRNPF	FBXO6
RBM10	CUL3
EEF1A1	CUL3
NDUFS1	CUL3
CD81	HNRNPK
NDUFS1	RNF2
UBC	CCT3
BANP	RBPMS
TUBA4A	IGSF8
